,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Potter County, Texas: Summary level: 050, state:48> county:375",51.3,48.7,78.5,9.7,0.7,4.4,0.3,36.4,47.5,43002,9.2,8.1,15.0,14.6,15.2,17.0,9.0,7.6,2.4,1.8,18.6,2.7,76.3,15.1,42.0,58.0,122053,72.3,11.2,58.3,62.0,7.3,15.2,12.6,12.9,5.7,4.9,6.0,3.6,1.6,Potter
"San Augustine County, Texas: Summary level: 050, state:48> county:405",48.5,51.5,74.2,22.7,0.8,0.0,0.0,6.6,69.0,3117,15.1,7.1,20.6,12.8,18.2,14.9,2.5,5.0,2.2,1.7,16.5,2.73,78.0,10.0,19.8,80.2,8777,80.2,24.3,33.0,39.6,4.5,10.3,9.3,14.1,6.2,8.8,14.0,8.1,2.2,San
"Shackelford County, Texas: Summary level: 050, state:48> county:417",48.4,51.6,92.8,1.4,0.0,0.0,0.0,10.5,86.8,1360,9.6,8.8,10.6,9.5,10.6,24.6,10.7,11.1,1.3,3.3,16.3,2.44,86.2,24.3,22.9,77.1,3359,75.7,17.4,57.0,59.8,5.3,8.5,12.7,14.6,6.6,7.7,8.8,6.8,1.8,Shackelford
"Starr County, Texas: Summary level: 050, state:48> county:427",48.6,51.4,94.7,0.0,0.1,0.4,0.0,95.7,3.4,16073,15.9,12.0,20.7,13.9,10.2,12.0,7.4,5.4,1.7,0.7,37.5,3.82,46.7,9.6,23.4,76.6,62040,66.7,10.6,47.3,54.3,7.7,12.9,12.6,11.0,4.4,4.1,6.1,3.5,1.1,Starr
"Upton County, Texas: Summary level: 050, state:48> county:461",48.2,51.8,65.6,2.8,0.0,0.0,0.0,47.1,49.5,1183,10.7,4.2,9.8,15.7,9.0,14.5,14.2,14.7,4.4,2.7,14.2,2.77,77.6,11.0,27.5,72.5,3339,70.0,12.4,57.2,59.4,5.8,15.1,11.5,13.1,5.3,4.3,6.3,4.5,1.6,Upton
"Brown County, Texas: Summary level: 050, state:48> county:049",49.6,50.4,91.8,3.9,0.7,0.4,0.0,20.4,73.9,13329,8.0,8.4,13.6,13.4,17.6,17.1,10.1,8.6,1.0,2.3,14.1,2.7,84.7,16.4,30.3,69.7,37903,76.6,18.2,50.3,52.6,6.4,11.6,11.0,13.0,7.2,6.1,10.1,6.0,2.2,Brown
"Hall County, Texas: Summary level: 050, state:48> county:191",50.7,49.3,83.6,7.1,0.1,0.0,0.0,34.0,58.0,1176,9.3,13.9,19.3,9.9,17.1,16.2,5.5,5.7,1.5,1.5,17.7,2.72,70.6,12.4,31.1,68.9,3270,75.4,23.1,45.9,51.9,3.6,7.2,12.6,13.8,7.0,5.2,12.8,8.2,2.1,Hall
"Franklin County, Texas: Summary level: 050, state:48> county:159",50.5,49.5,92.1,4.5,0.7,0.3,0.1,13.1,80.2,4228,8.5,6.0,14.7,11.2,13.0,15.8,13.6,8.8,2.7,5.7,9.8,2.48,84.3,22.0,23.8,76.2,10600,75.5,19.3,52.9,56.3,5.0,8.9,12.9,13.5,6.1,8.0,11.1,6.9,1.4,Franklin
"Frio County, Texas: Summary level: 050, state:48> county:163",58.8,41.2,78.4,3.9,0.0,0.3,0.0,78.0,17.2,4854,9.5,8.6,13.9,17.0,14.7,15.6,10.9,5.3,2.2,2.3,17.1,3.08,67.8,7.9,30.8,69.2,17847,75.7,12.2,45.8,49.5,10.5,16.3,11.4,12.8,4.2,4.7,7.0,3.6,1.5,Frio
"Lampasas County, Texas: Summary level: 050, state:48> county:281",49.2,50.8,88.4,4.7,0.7,0.6,0.0,18.3,74.1,7409,5.9,3.5,12.6,12.4,17.3,16.4,12.1,11.4,6.0,2.4,9.5,2.66,87.4,21.1,25.2,74.8,20020,75.3,16.9,53.1,58.2,5.2,10.6,11.9,14.9,6.6,7.1,10.1,4.8,2.0,Lampasas
"San Jacinto County, Texas: Summary level: 050, state:48> county:407",49.8,50.2,85.8,11.7,0.2,0.7,0.0,11.6,75.7,9285,9.7,6.2,9.8,11.4,15.0,17.7,11.9,12.6,2.0,3.8,14.7,2.87,81.0,12.3,18.0,82.0,26831,76.8,18.4,46.7,53.4,5.2,9.3,11.1,14.5,7.8,7.9,11.2,5.9,1.2,San
"Upshur County, Texas: Summary level: 050, state:48> county:459",49.6,50.4,84.3,8.6,0.5,0.5,0.1,7.2,81.4,14219,7.7,5.9,10.6,11.5,16.9,19.1,12.5,11.0,2.2,2.5,9.6,2.76,82.5,14.3,20.4,79.6,39851,75.5,16.3,53.0,57.8,5.3,11.3,11.4,14.3,7.9,6.0,9.5,4.7,2.0,Upshur
"Waller County, Texas: Summary level: 050, state:48> county:473",50.3,49.7,69.7,23.9,0.4,0.7,0.0,29.4,43.8,13655,8.3,3.9,11.7,10.9,14.8,19.2,10.0,13.8,4.1,3.4,12.7,2.99,79.4,18.4,30.6,69.4,44825,76.0,11.0,53.5,58.8,11.4,10.2,10.7,12.8,6.1,5.1,6.8,2.7,1.6,Waller
"Wilson County, Texas: Summary level: 050, state:48> county:493",49.8,50.2,91.2,1.6,0.3,0.3,0.0,38.6,58.3,15598,4.3,4.8,8.8,8.0,11.8,20.1,14.6,17.9,6.0,3.7,8.4,2.82,84.5,18.5,16.1,83.9,44609,74.7,13.8,59.4,62.9,5.2,10.5,12.9,15.9,6.8,7.0,8.2,3.9,1.7,Wilson
"Hockley County, Texas: Summary level: 050, state:48> county:219",49.2,50.8,83.3,3.5,0.9,0.4,0.0,45.4,49.2,8122,9.1,3.3,11.2,13.5,12.4,20.7,11.9,10.9,4.3,2.6,10.5,2.77,76.9,16.1,30.5,69.5,23205,73.3,13.2,60.1,64.4,8.3,12.8,10.6,12.7,6.3,4.9,7.5,4.3,1.5,Hockley
"Midland County, Texas: Summary level: 050, state:48> county:329",49.6,50.4,82.6,6.5,0.4,1.5,0.1,40.1,50.9,51609,3.9,3.9,8.5,9.1,11.7,18.2,13.7,15.8,6.7,8.4,7.8,2.8,82.3,25.0,32.4,67.6,146387,72.6,10.6,67.2,70.0,7.4,15.6,12.0,12.9,6.2,5.1,5.4,3.7,1.5,Midland
"Llano County, Texas: Summary level: 050, state:48> county:299",47.6,52.4,95.6,2.3,0.1,0.0,0.0,9.0,88.2,8651,7.5,7.1,15.2,12.4,11.1,16.0,10.4,11.3,3.9,5.1,10.4,2.2,87.1,26.8,22.4,77.6,19272,83.9,33.0,45.6,48.6,3.9,6.2,7.9,12.4,8.4,9.6,18.4,11.1,3.5,Llano
"Fannin County, Texas: Summary level: 050, state:48> county:147",52.9,47.1,87.7,7.0,0.4,0.5,0.0,10.1,80.0,11795,8.8,7.7,12.4,11.8,14.4,17.8,13.4,9.6,2.5,1.6,13.1,2.61,81.9,15.6,25.7,74.3,33775,78.5,17.8,48.2,52.6,6.1,11.9,12.1,14.9,7.2,5.9,10.3,5.0,2.5,Fannin
"Brazos County, Texas: Summary level: 050, state:48> county:041",50.7,49.3,74.2,10.9,0.3,5.5,0.0,24.1,58.0,72191,15.8,6.8,11.7,11.1,13.0,15.2,9.5,9.6,3.5,3.8,15.4,2.59,85.3,38.3,54.7,45.3,201534,79.5,7.8,58.4,63.3,22.6,15.4,10.1,9.2,3.8,3.7,4.3,2.5,0.9,Brazos
"Gaines County, Texas: Summary level: 050, state:48> county:165",51.0,49.0,90.9,1.6,0.8,0.4,0.3,38.3,58.6,5483,5.9,5.2,14.0,7.3,12.9,20.6,14.8,12.7,3.6,3.1,14.0,3.35,58.7,11.2,21.6,78.4,18496,65.3,9.3,59.3,61.4,5.6,14.1,12.0,12.0,4.7,4.1,4.6,3.4,1.2,Gaines
"Gray County, Texas: Summary level: 050, state:48> county:179",52.4,47.6,86.5,4.5,1.1,0.4,0.0,25.5,67.0,8403,5.8,7.0,13.2,12.2,16.3,20.1,11.0,10.2,2.8,1.3,9.4,2.51,80.9,14.5,26.1,73.9,22771,74.8,15.7,54.0,56.9,5.5,13.4,12.7,13.3,6.5,5.2,7.8,5.9,1.9,Gray
"Jack County, Texas: Summary level: 050, state:48> county:237",56.0,44.0,93.5,3.9,0.4,0.1,0.0,15.2,79.3,2959,5.8,4.7,11.3,17.2,13.0,15.8,14.4,11.5,3.4,2.9,9.9,2.62,80.3,10.8,25.3,74.7,8967,77.9,15.6,44.7,47.2,7.9,12.8,11.9,15.7,6.7,5.8,8.9,4.6,2.2,Jack
"Bosque County, Texas: Summary level: 050, state:48> county:035",49.5,50.5,94.0,1.6,0.3,0.3,0.0,16.6,79.8,6961,6.2,6.3,15.5,11.1,15.8,19.4,13.0,8.1,1.6,2.9,9.8,2.53,81.1,15.4,23.8,76.2,18052,77.8,22.4,48.4,53.3,4.8,8.7,10.7,14.0,6.5,8.4,12.6,7.0,2.9,Bosque
"Bexar County, Texas: Summary level: 050, state:48> county:029",49.1,50.9,76.7,7.3,0.7,2.5,0.1,59.0,29.6,613290,8.0,5.3,10.9,10.8,14.2,18.7,11.9,12.2,4.2,3.8,14.0,2.86,83.0,26.5,41.1,58.9,1789088,73.4,10.8,58.8,63.9,7.9,15.2,13.3,12.8,5.5,4.8,6.1,3.3,1.4,Bexar
"Baylor County, Texas: Summary level: 050, state:48> county:023",49.0,51.0,94.1,1.6,0.7,0.0,0.0,11.6,83.9,1806,12.4,10.0,15.3,15.7,16.1,11.2,8.0,4.3,2.2,4.9,14.2,1.98,84.6,22.4,26.8,73.2,3648,78.8,25.0,47.1,48.4,2.3,7.7,11.2,15.9,8.2,5.8,12.9,8.9,3.3,Baylor
"Denton County, Texas: Summary level: 050, state:48> county:121",49.2,50.8,77.8,8.6,0.4,7.1,0.1,18.7,62.8,250472,4.0,2.6,6.7,7.8,11.2,17.8,13.4,19.6,8.7,8.1,5.8,2.78,92.0,41.0,35.3,64.7,708627,73.2,7.9,69.3,73.9,7.2,15.0,16.1,14.5,5.6,4.2,5.1,2.0,0.7,Denton
"Galveston County, Texas: Summary level: 050, state:48> county:167",49.5,50.5,78.2,13.5,0.3,3.3,0.0,23.2,58.5,111953,7.0,4.2,9.1,9.0,12.1,16.5,12.6,15.9,7.3,6.3,10.1,2.65,87.4,28.3,32.7,67.3,302276,75.0,12.0,59.7,65.0,6.3,13.1,13.1,15.0,6.8,6.1,7.1,3.6,1.3,Galveston
"Roberts County, Texas: Summary level: 050, state:48> county:393",50.3,49.7,99.0,0.0,0.1,0.3,0.0,1.1,98.1,348,0.9,2.3,9.2,8.9,8.3,22.7,18.1,13.8,9.5,6.3,1.4,2.66,96.0,34.3,12.4,87.6,924,74.5,19.0,59.5,61.5,1.1,9.4,10.9,13.9,4.3,12.2,11.7,5.7,1.6,Roberts
"Uvalde County, Texas: Summary level: 050, state:48> county:463",48.8,51.2,91.9,0.4,1.0,1.1,0.1,69.9,28.3,8622,10.2,8.2,15.0,14.1,12.1,18.8,10.5,7.7,1.3,1.8,18.9,3.04,68.9,15.3,29.8,70.2,26763,71.7,15.5,53.4,59.3,7.8,11.5,11.6,11.7,5.6,5.3,8.4,5.2,1.9,Uvalde
"Bowie County, Texas: Summary level: 050, state:48> county:037",50.6,49.4,69.5,24.4,0.8,0.9,0.1,6.9,65.6,33766,10.3,6.8,13.2,11.2,14.8,17.4,11.6,9.3,2.7,2.7,16.7,2.6,87.1,18.8,33.8,66.2,93068,76.0,14.8,50.4,55.0,6.4,13.3,13.1,13.8,6.2,5.9,8.2,4.6,2.1,Bowie
"Kent County, Texas: Summary level: 050, state:48> county:263",51.7,48.3,96.9,0.2,0.1,0.0,0.0,14.6,85.2,374,5.3,5.9,13.6,13.9,14.4,20.3,16.0,8.0,0.5,1.9,6.7,2.16,79.7,23.3,25.4,74.6,858,77.6,26.1,62.9,63.8,4.3,12.0,5.8,12.4,6.2,8.0,15.5,7.0,3.6,Kent
"Somervell County, Texas: Summary level: 050, state:48> county:425",49.1,50.9,91.2,1.7,0.5,0.0,0.4,19.2,77.4,3265,7.0,6.4,10.0,6.9,18.4,16.9,16.2,10.3,2.1,5.7,10.8,2.53,82.9,27.0,29.2,70.8,8575,75.5,16.8,56.7,58.0,6.5,9.7,12.3,14.4,6.6,6.7,9.6,5.6,1.7,Somervell
"Hardin County, Texas: Summary level: 050, state:48> county:199",49.3,50.7,90.5,5.9,0.3,0.6,0.0,5.0,87.4,20746,7.2,5.8,11.6,8.9,14.1,17.8,14.3,13.4,4.4,2.6,9.8,2.64,86.1,15.4,21.6,78.4,55215,74.7,14.4,56.1,59.9,5.7,12.7,12.7,14.1,6.8,6.0,8.5,4.3,1.6,Hardin
"Leon County, Texas: Summary level: 050, state:48> county:289",49.9,50.1,86.3,7.9,0.5,0.1,0.0,13.8,77.0,6170,7.7,5.6,12.1,11.9,14.2,15.3,14.9,9.6,4.8,3.9,9.5,2.7,83.9,17.0,15.3,84.7,16784,77.4,22.4,52.0,55.6,4.7,9.1,10.9,13.5,7.3,7.3,13.4,5.9,3.1,Leon
"Newton County, Texas: Summary level: 050, state:48> county:351",50.5,49.5,76.4,21.4,0.2,0.8,0.0,3.2,74.1,4823,7.3,6.9,18.3,14.8,16.4,14.6,11.2,6.3,1.8,2.4,10.3,2.9,85.1,6.9,23.1,76.9,14323,77.5,17.4,43.3,50.0,6.2,11.2,11.8,14.2,6.4,6.8,10.6,5.3,1.6,Newton
"Reeves County, Texas: Summary level: 050, state:48> county:389",60.2,39.8,85.1,5.4,1.3,0.5,0.0,74.4,19.2,3705,12.2,9.7,9.7,11.1,11.0,20.8,12.4,8.0,2.9,2.2,15.6,3.09,62.4,10.6,28.4,71.6,13978,77.3,12.3,44.0,46.9,7.9,15.6,14.7,13.4,5.7,4.0,6.8,3.7,1.9,Reeves
"Travis County, Texas: Summary level: 050, state:48> county:453",50.4,49.6,75.5,8.3,0.5,6.0,0.1,33.7,50.1,419496,7.1,4.3,9.0,9.1,13.5,17.4,12.1,14.1,5.9,7.7,12.2,2.55,87.4,45.2,48.4,51.6,1092810,76.5,7.9,67.1,72.0,8.4,19.4,15.5,12.8,5.4,4.5,4.7,2.2,1.0,Travis
"Collingsworth County, Texas: Summary level: 050, state:48> county:087",49.0,51.0,85.2,3.4,1.8,0.2,0.0,32.2,61.2,1127,6.2,9.5,9.4,17.5,14.7,20.7,11.6,4.2,4.4,1.8,19.0,2.64,79.0,18.7,17.7,82.3,3053,73.5,20.8,60.4,63.6,4.9,13.9,10.2,9.7,6.2,6.4,11.1,5.6,4.1,Collingsworth
"Erath County, Texas: Summary level: 050, state:48> county:143",49.2,50.8,91.0,1.4,0.6,0.7,0.0,19.7,76.5,14696,14.3,7.9,10.9,12.0,16.5,15.2,11.1,7.7,2.4,2.1,14.2,2.55,82.8,25.6,40.5,59.5,39291,78.4,13.2,59.9,63.0,15.0,11.8,10.3,11.6,4.6,5.7,7.1,4.5,1.5,Erath
"Motley County, Texas: Summary level: 050, state:48> county:345",55.9,44.1,94.6,1.0,0.6,0.1,0.0,17.2,81.1,462,6.5,9.5,14.5,19.7,16.9,11.3,8.7,9.1,3.2,0.6,10.7,2.54,84.1,19.5,27.3,72.7,1172,75.3,21.4,50.8,56.1,6.8,10.3,9.0,13.3,3.8,5.5,10.8,8.6,2.0,Motley
"Coleman County, Texas: Summary level: 050, state:48> county:083",49.2,50.8,93.3,2.3,0.5,0.9,0.0,16.9,78.7,3505,9.1,7.6,18.7,15.2,15.8,14.5,8.3,7.1,2.5,1.1,14.2,2.44,80.8,14.0,32.0,68.0,8656,78.0,21.8,51.0,54.9,4.6,8.5,9.6,14.6,7.8,8.3,11.9,7.5,2.4,Coleman
"Medina County, Texas: Summary level: 050, state:48> county:325",51.5,48.5,90.0,2.2,0.4,0.5,0.0,50.4,45.5,15221,6.6,5.1,11.2,9.4,11.5,20.1,16.1,12.0,5.2,2.9,12.0,2.9,81.1,18.8,20.9,79.1,46965,75.1,14.4,52.3,56.3,6.6,11.8,11.9,14.5,7.5,5.5,8.3,4.4,1.7,Medina
"Henderson County, Texas: Summary level: 050, state:48> county:213",49.1,50.9,89.5,6.5,0.7,0.6,0.0,11.5,79.9,29820,8.2,6.9,14.8,14.2,16.3,17.9,9.0,8.6,2.3,1.9,14.4,2.6,81.6,15.5,24.5,75.5,78836,77.6,19.9,47.6,52.4,5.7,10.4,11.4,13.6,6.9,7.3,11.6,6.3,2.0,Henderson
"Lamar County, Texas: Summary level: 050, state:48> county:277",48.4,51.6,80.4,12.6,0.4,0.8,0.2,6.9,75.4,18965,9.8,8.1,12.6,12.3,15.3,18.8,10.1,8.8,2.1,2.1,15.3,2.57,85.0,16.2,34.4,65.6,49704,76.3,17.6,54.3,58.7,6.9,10.6,12.2,13.5,6.6,6.1,10.0,5.7,1.9,Lamar
"Kimble County, Texas: Summary level: 050, state:48> county:267",49.0,51.0,93.6,0.0,0.4,0.0,0.1,23.7,75.6,2064,9.3,9.5,15.8,9.8,13.4,19.4,10.9,5.8,3.1,2.9,17.4,2.16,82.6,16.8,23.9,76.1,4522,83.7,27.2,53.0,58.3,4.3,6.9,9.7,13.7,9.8,9.6,16.1,7.1,4.0,Kimble
"Washington County, Texas: Summary level: 050, state:48> county:477",50.0,50.0,78.1,17.5,0.8,1.7,0.0,14.4,65.6,11917,7.8,5.4,10.8,11.8,14.7,19.0,14.4,9.7,4.0,2.4,11.7,2.69,80.9,23.1,26.3,73.7,34039,78.3,19.3,52.5,54.7,5.2,9.5,11.2,13.5,7.3,6.0,10.3,6.1,3.0,Washington
"Stephens County, Texas: Summary level: 050, state:48> county:429",53.4,46.6,87.6,2.5,0.5,0.3,0.0,22.0,74.3,3469,9.5,7.1,12.9,12.8,14.8,18.0,12.8,8.2,2.4,1.6,16.5,2.54,80.7,16.5,25.0,75.0,9485,77.0,18.9,47.9,50.2,8.7,11.9,10.8,12.1,5.5,6.8,11.0,5.5,2.5,Stephens
"Andrews County, Texas: Summary level: 050, state:48> county:003",49.9,50.1,91.4,2.6,0.9,0.7,0.0,51.8,44.5,5412,4.3,5.0,10.7,11.3,11.8,12.6,15.5,16.6,5.5,6.5,7.9,2.96,76.7,13.6,23.1,76.9,16126,70.6,10.7,63.9,66.8,6.4,13.5,12.6,13.8,5.2,4.9,5.4,4.6,0.7,Andrews
"Gonzales County, Texas: Summary level: 050, state:48> county:177",50.2,49.8,58.2,7.0,0.1,0.2,0.0,48.6,43.7,6397,9.3,8.1,14.3,11.6,13.7,15.7,12.7,10.2,1.7,2.6,15.4,3.09,71.1,14.7,29.0,71.0,20054,73.0,16.0,55.2,59.9,5.5,11.3,11.8,13.3,7.4,4.4,9.3,4.3,2.3,Gonzales
"Lynn County, Texas: Summary level: 050, state:48> county:305",50.5,49.5,87.5,1.2,3.0,0.1,0.0,46.9,49.8,2158,9.7,6.3,11.2,14.6,16.4,14.4,10.8,11.1,2.2,3.3,14.7,2.66,76.5,17.7,28.1,71.9,5806,72.8,15.8,58.1,62.9,2.8,11.8,10.9,15.1,6.5,5.6,8.3,6.1,1.3,Lynn
"Zapata County, Texas: Summary level: 050, state:48> county:505",50.5,49.5,98.3,1.1,0.0,0.0,0.0,93.5,6.5,4424,14.7,9.9,14.0,16.7,13.4,11.8,7.2,9.5,1.4,1.5,31.5,3.21,56.1,9.6,20.9,79.1,14231,66.2,11.0,52.5,57.6,9.2,13.5,11.7,10.5,4.3,4.5,7.1,2.8,1.1,Zapata
"Hood County, Texas: Summary level: 050, state:48> county:221",49.3,50.7,93.6,0.8,0.7,0.5,0.0,11.0,86.1,21104,4.4,4.6,9.6,13.1,14.2,20.8,11.3,12.4,5.2,4.4,7.9,2.45,87.1,24.1,23.0,77.0,52347,79.1,23.0,51.0,54.6,5.0,10.2,10.2,13.4,8.4,7.0,13.2,7.3,2.5,Hood
"King County, Texas: Summary level: 050, state:48> county:269",50.7,49.3,96.9,0.0,0.0,0.0,0.0,22.1,77.9,127,4.7,3.1,15.0,11.0,11.0,19.7,15.0,11.0,3.9,5.5,9.8,2.28,80.9,22.4,63.0,37.0,290,86.9,19.3,67.9,71.3,2.4,17.9,9.7,21.4,9.7,5.2,7.2,8.3,3.8,King
"Cherokee County, Texas: Summary level: 050, state:48> county:073",50.9,49.1,80.3,14.6,0.3,0.5,0.0,21.4,62.0,17527,9.6,7.1,17.2,12.1,14.8,17.4,8.7,8.0,3.3,1.9,18.6,2.75,78.1,15.9,28.8,71.2,50971,74.3,15.5,50.8,54.5,6.7,11.3,12.5,12.8,6.6,6.1,8.7,5.0,1.8,Cherokee
"Delta County, Texas: Summary level: 050, state:48> county:119",49.0,51.0,85.0,8.6,0.7,0.7,0.0,6.6,81.7,1926,7.1,7.2,16.8,15.6,9.3,19.3,12.3,9.9,1.2,1.3,13.0,2.68,86.0,17.0,20.5,79.5,5239,77.4,20.6,45.1,52.9,5.8,9.9,10.5,13.9,7.0,7.2,12.0,5.6,3.0,Delta
"Jones County, Texas: Summary level: 050, state:48> county:253",63.2,36.8,75.8,14.2,0.8,0.4,0.0,26.1,57.7,5641,8.0,8.7,13.8,11.0,16.8,18.6,11.0,7.2,2.7,2.2,14.8,2.28,72.9,9.3,21.6,78.4,20092,82.0,14.2,30.7,32.5,7.7,16.7,15.6,14.6,6.1,5.2,7.9,4.5,1.8,Jones
"Jim Wells County, Texas: Summary level: 050, state:48> county:249",49.5,50.5,92.6,0.8,0.4,0.4,0.0,79.3,19.2,13488,10.1,5.8,14.6,10.4,13.9,18.9,6.8,12.8,3.9,2.7,16.8,3.03,71.6,10.7,28.8,71.2,41348,71.6,13.6,54.7,58.9,6.8,12.9,11.1,12.8,5.9,5.6,7.5,4.1,1.9,Jim
"Dallam County, Texas: Summary level: 050, state:48> county:111",53.1,46.9,84.4,1.4,1.6,0.8,0.0,41.7,53.6,2299,4.8,4.8,12.8,21.2,15.4,15.7,13.8,6.8,2.7,2.0,15.5,3.0,74.4,11.1,34.9,65.1,6957,69.0,7.6,66.8,71.2,5.8,12.9,12.7,13.3,6.4,5.3,4.5,2.2,1.0,Dallam
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",49.1,50.9,53.2,21.1,0.2,17.9,0.0,24.0,35.5,198316,3.1,2.3,5.8,6.5,9.8,16.1,13.6,20.1,10.0,12.6,7.0,3.16,88.5,42.3,21.3,78.7,632946,71.3,8.4,63.6,67.4,5.7,12.5,15.5,15.0,6.7,5.0,5.4,2.2,0.8,Fort
"Irion County, Texas: Summary level: 050, state:48> county:235",48.0,52.0,92.7,0.1,0.0,0.0,0.0,26.9,69.9,625,4.5,4.5,13.8,10.2,10.4,17.4,16.3,12.0,5.4,5.4,9.3,2.6,86.4,13.1,23.7,76.3,1626,76.5,15.3,58.9,63.4,5.5,9.4,7.3,19.4,8.7,7.9,7.7,5.5,2.0,Irion
"Willacy County, Texas: Summary level: 050, state:48> county:489",54.1,45.9,94.5,1.7,0.2,0.1,0.0,87.4,10.5,5461,22.6,9.2,14.9,10.9,13.9,14.3,4.8,7.8,1.2,0.5,33.8,3.59,63.1,9.2,20.3,79.7,22056,74.1,12.1,32.5,36.2,8.8,15.3,13.3,11.2,5.4,4.4,6.7,3.8,1.6,Willacy
"Dawson County, Texas: Summary level: 050, state:48> county:115",56.8,43.2,79.4,6.3,1.8,0.3,0.0,54.3,38.3,4363,10.9,9.3,11.9,13.2,14.0,13.7,11.7,8.3,3.8,3.2,15.8,2.65,70.5,10.1,28.7,71.3,13593,75.7,14.5,43.8,48.1,8.4,17.6,11.6,11.3,5.6,4.3,7.3,5.6,1.5,Dawson
"Burleson County, Texas: Summary level: 050, state:48> county:051",50.1,49.9,81.7,11.8,0.0,0.4,0.0,19.4,66.7,6243,9.8,5.1,11.7,9.2,14.8,21.5,12.9,10.3,2.7,1.9,12.0,2.73,78.1,13.7,18.7,81.3,17236,76.8,19.0,51.4,55.3,4.8,9.5,10.9,15.5,7.4,6.6,10.5,6.7,1.9,Burleson
"Nueces County, Texas: Summary level: 050, state:48> county:355",49.2,50.8,86.0,4.1,0.4,1.7,0.1,61.6,31.8,125458,8.0,5.8,11.4,11.6,13.7,18.1,11.7,12.9,3.7,3.1,13.7,2.72,80.4,20.4,41.9,58.1,348130,74.5,12.5,59.0,63.8,7.5,14.1,12.2,13.3,6.4,5.6,7.0,4.0,1.5,Nueces
"Rains County, Texas: Summary level: 050, state:48> county:379",50.3,49.7,90.3,2.3,0.5,0.5,0.0,8.1,86.4,4188,5.9,5.5,15.5,9.8,16.2,23.1,10.0,9.9,2.9,1.2,7.8,2.6,83.3,11.4,18.3,81.7,10988,79.1,22.1,50.7,55.2,4.6,10.4,10.8,13.8,6.8,8.6,13.6,7.1,1.4,Rains
"Real County, Texas: Summary level: 050, state:48> county:385",49.5,50.5,98.5,0.1,0.0,0.0,0.0,18.5,81.1,1208,7.5,4.2,18.7,16.1,17.3,14.4,12.6,6.8,2.2,0.2,13.3,2.7,80.8,20.0,24.4,75.6,3365,80.5,33.8,36.0,40.8,3.6,6.2,9.7,10.1,8.1,7.0,17.6,11.5,4.8,Real
"Sterling County, Texas: Summary level: 050, state:48> county:431",52.4,47.6,96.5,0.2,0.0,0.0,0.0,36.1,63.7,475,6.9,9.9,15.2,9.9,6.9,33.5,5.5,9.7,0.4,2.1,14.1,2.78,76.2,26.6,26.5,73.5,1360,71.9,13.8,57.0,57.2,2.9,14.4,7.9,14.9,10.8,4.3,7.4,3.5,2.8,Sterling
"Carson County, Texas: Summary level: 050, state:48> county:065",49.1,50.9,95.9,1.0,0.9,0.4,0.2,9.3,87.2,2324,2.8,2.8,12.8,8.1,9.0,23.9,21.0,13.4,4.2,2.1,3.9,2.59,89.6,22.6,11.4,88.6,6108,74.7,16.5,61.0,62.5,4.5,10.1,11.2,15.7,6.6,7.6,8.8,5.1,2.6,Carson
"Freestone County, Texas: Summary level: 050, state:48> county:161",52.6,47.4,80.1,16.5,0.9,0.2,0.0,14.2,68.0,7351,5.9,8.2,16.1,10.7,13.2,20.1,8.7,11.6,3.7,1.9,13.5,2.47,79.3,12.1,23.0,77.0,19661,76.7,17.7,51.7,54.6,5.1,11.2,13.1,14.2,7.4,5.8,10.1,6.1,1.4,Freestone
"Hardeman County, Texas: Summary level: 050, state:48> county:197",48.2,51.8,83.8,9.2,0.2,0.7,0.0,21.3,68.2,1706,12.5,11.8,14.8,9.3,10.2,19.8,13.4,5.3,1.8,1.1,21.5,2.35,80.7,18.9,28.8,71.2,4050,76.8,18.9,50.3,57.0,4.0,12.5,10.3,14.1,10.0,4.8,10.8,6.2,2.0,Hardeman
"Briscoe County, Texas: Summary level: 050, state:48> county:045",51.8,48.2,90.3,4.2,0.1,0.0,0.0,30.0,63.5,635,6.9,6.1,15.9,19.5,9.1,15.0,14.0,9.3,1.6,2.5,17.7,2.52,76.6,20.7,22.5,77.5,1601,76.6,20.7,56.4,58.7,6.4,8.7,11.4,13.9,8.3,6.0,10.9,7.7,2.1,Briscoe
"Liberty County, Texas: Summary level: 050, state:48> county:291",49.2,50.8,80.2,10.8,0.3,0.7,0.0,19.4,67.8,25088,7.8,6.3,13.5,10.1,14.1,19.4,11.2,12.4,3.2,2.1,13.2,2.82,76.6,8.8,22.2,77.8,76707,74.9,12.1,46.1,52.3,7.1,13.2,13.4,14.5,6.3,5.8,7.4,3.4,1.2,Liberty
"Loving County, Texas: Summary level: 050, state:48> county:301",68.5,31.5,46.1,0.0,18.0,0.0,0.0,33.7,41.6,33,0.0,18.2,27.3,0.0,3.0,18.2,24.2,3.0,6.1,0.0,0.0,2.7,88.2,2.6,63.6,36.4,89,91.0,6.7,70.4,84.0,5.6,23.6,18.0,10.1,20.2,6.7,6.7,0.0,0.0,Loving
