,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Robertson County, Texas: Summary level: 050, state:48> county:395",49.9,50.1,74.9,21.2,0.4,0.2,0.2,18.9,58.5,6002,12.3,7.2,13.7,8.7,15.4,16.8,12.4,8.9,2.9,1.6,15.9,2.72,77.7,17.0,28.9,71.1,16546,75.0,18.4,50.9,57.5,5.6,10.9,10.7,13.6,6.9,5.8,10.2,5.7,2.6,Robertson
"Rusk County, Texas: Summary level: 050, state:48> county:401",53.1,46.9,79.3,17.8,0.4,0.6,0.0,15.3,65.1,17794,6.6,6.6,14.2,10.2,15.6,18.5,11.0,11.1,3.1,3.1,12.6,2.77,81.0,13.3,23.6,76.4,54159,77.3,14.5,50.7,54.0,6.6,13.6,12.8,14.2,6.8,6.1,8.0,4.6,2.0,Rusk
"Trinity County, Texas: Summary level: 050, state:48> county:455",48.3,51.7,87.7,10.1,0.5,0.4,0.0,8.6,79.8,5078,9.2,8.1,16.8,15.7,17.5,14.8,6.0,7.9,2.9,1.2,11.4,2.83,83.0,10.8,19.5,80.5,14452,79.7,25.2,41.9,46.8,3.2,9.4,10.3,12.5,7.7,8.0,13.9,8.8,2.6,Trinity
"Bandera County, Texas: Summary level: 050, state:48> county:019",48.9,51.1,94.9,0.5,0.7,0.4,0.0,17.2,80.1,8569,8.1,4.3,9.3,11.1,19.0,16.7,12.2,11.9,4.4,3.1,8.8,2.36,86.4,21.5,19.1,80.9,20642,81.8,22.0,51.3,54.5,3.7,8.8,10.8,15.5,10.6,8.7,13.9,5.5,2.6,Bandera
"Childress County, Texas: Summary level: 050, state:48> county:075",57.5,42.5,82.4,10.3,1.1,0.5,1.2,22.6,63.8,2367,5.9,6.5,14.0,11.3,13.2,16.4,14.6,14.1,1.9,2.1,20.2,2.42,90.0,20.0,33.4,66.6,7066,77.6,12.9,49.7,52.6,8.6,19.8,12.6,11.3,4.7,4.2,6.5,4.5,2.0,Childress
"Comal County, Texas: Summary level: 050, state:48> county:091",49.3,50.7,91.7,2.0,0.4,0.7,0.0,25.8,70.1,43063,4.7,4.0,8.2,10.3,11.9,16.7,13.8,16.4,7.7,6.3,7.8,2.66,89.5,33.2,24.2,75.8,115808,76.8,16.5,57.0,60.7,5.1,10.4,12.2,15.3,7.5,7.4,9.9,4.6,2.0,Comal
"Houston County, Texas: Summary level: 050, state:48> county:225",53.3,46.7,67.5,26.0,0.0,0.2,0.0,10.4,62.0,7911,12.2,10.5,17.3,13.5,12.2,13.5,10.4,8.3,0.8,1.3,16.8,2.56,81.1,13.9,29.7,70.3,23151,80.2,20.0,40.8,44.8,5.5,11.3,13.1,14.7,7.5,6.3,10.7,6.7,2.6,Houston
"Navarro County, Texas: Summary level: 050, state:48> county:349",49.5,50.5,77.5,14.3,2.0,0.7,0.2,24.7,58.9,17660,9.9,5.3,13.8,12.8,17.0,18.2,9.2,10.0,2.0,1.8,16.6,2.67,77.6,16.7,31.9,68.1,48073,73.4,15.3,54.6,61.1,6.0,11.1,12.4,13.3,6.7,5.6,9.0,4.5,1.8,Navarro
"Scurry County, Texas: Summary level: 050, state:48> county:415",53.6,46.4,85.6,4.1,1.0,0.2,0.0,38.0,55.7,5894,5.1,4.7,11.3,11.3,16.5,18.4,11.9,12.4,4.9,3.4,9.9,2.6,77.3,15.4,26.5,73.5,17108,74.6,14.0,55.1,57.0,7.3,13.8,12.4,13.4,6.4,5.3,7.7,4.7,1.6,Scurry
"Stonewall County, Texas: Summary level: 050, state:48> county:433",49.8,50.2,87.9,4.7,0.0,0.0,0.0,19.3,75.4,588,9.7,10.7,9.5,6.1,18.2,18.4,14.5,6.0,1.9,5.1,12.9,2.31,80.3,17.7,22.4,77.6,1409,72.4,26.3,53.4,57.3,0.2,9.2,8.9,14.3,7.1,6.2,13.8,9.2,3.3,Stonewall
"Bastrop County, Texas: Summary level: 050, state:48> county:021",51.1,48.9,83.6,7.9,1.1,0.9,0.0,33.9,55.8,25314,5.7,4.5,10.8,9.9,15.4,19.8,12.6,14.8,4.2,2.3,11.4,2.9,79.6,17.3,21.0,79.0,75708,74.2,12.5,54.9,60.3,5.3,11.9,13.2,15.0,7.3,6.7,7.4,3.4,1.7,Bastrop
"Bee County, Texas: Summary level: 050, state:48> county:025",60.2,39.8,79.4,8.8,0.3,0.3,0.0,57.0,33.5,8933,9.8,9.9,10.3,12.8,16.8,21.1,8.3,6.1,1.9,3.2,20.3,2.75,71.4,8.9,35.6,64.4,32462,78.8,11.2,38.5,41.5,8.2,15.8,16.1,14.5,5.3,5.0,6.1,3.6,1.5,Bee
"Crane County, Texas: Summary level: 050, state:48> county:103",50.8,49.2,62.6,3.5,1.3,0.0,0.0,58.4,37.3,1611,6.6,3.1,11.4,9.4,14.7,22.4,16.3,10.9,2.7,2.4,10.7,2.79,70.6,11.8,26.7,73.3,4602,70.4,12.1,56.9,61.4,5.2,13.2,12.7,13.5,6.6,3.4,6.9,3.4,1.8,Crane
