,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Schleicher County, Texas: Summary level: 050, state:48> county:413",48.5,51.5,87.3,0.4,1.1,0.2,0.0,46.9,52.2,1114,12.3,8.8,11.1,6.3,11.1,14.0,17.8,13.1,1.8,3.7,15.1,2.95,77.6,18.9,21.7,78.3,3327,70.4,13.9,62.1,65.3,5.1,11.1,12.0,12.2,7.3,5.7,8.6,4.1,1.2,Schleicher
"Zavala County, Texas: Summary level: 050, state:48> county:507",49.6,50.4,87.7,0.2,0.0,0.0,0.0,93.3,6.5,3557,21.1,11.1,17.2,15.1,16.6,7.5,2.8,6.9,0.5,1.1,28.4,3.19,60.8,9.8,30.7,69.3,11753,68.4,12.4,45.7,51.4,7.7,12.0,11.6,10.9,5.1,5.2,6.3,5.4,0.6,Zavala
"Calhoun County, Texas: Summary level: 050, state:48> county:057",50.3,49.7,89.3,2.7,0.1,2.2,0.0,46.6,45.6,7827,7.3,7.5,14.1,11.5,15.3,18.6,10.0,9.5,3.2,3.0,15.2,2.7,76.0,15.2,28.5,71.5,21366,73.8,15.3,53.4,60.4,5.9,11.3,12.4,14.4,5.6,6.5,8.7,5.3,1.3,Calhoun
"Foard County, Texas: Summary level: 050, state:48> county:155",46.5,53.5,92.0,0.8,0.0,0.5,0.0,18.4,80.3,535,11.6,6.9,23.4,10.8,13.8,11.2,17.4,4.9,0.0,0.0,14.7,2.3,75.0,23.4,31.8,68.2,1273,76.0,24.4,47.0,56.2,2.7,9.7,15.0,11.2,4.0,9.0,12.4,7.0,5.0,Foard
"Goliad County, Texas: Summary level: 050, state:48> county:175",50.1,49.9,75.3,4.2,0.1,0.1,0.7,34.8,59.1,3056,7.3,8.5,14.2,8.6,10.3,20.0,11.5,12.8,3.0,3.7,10.9,2.3,83.7,13.6,21.4,78.6,7223,77.9,19.4,51.7,54.3,3.1,9.8,14.2,13.7,8.5,7.3,10.5,6.5,2.5,Goliad
"Hamilton County, Texas: Summary level: 050, state:48> county:193",49.1,50.9,98.7,0.5,0.0,0.1,0.0,10.5,88.4,3081,8.0,8.0,12.2,15.0,18.4,17.6,8.8,8.4,1.9,1.7,9.2,2.65,82.0,18.5,22.5,77.5,8448,78.7,24.6,46.9,50.4,4.5,9.0,10.5,13.8,6.2,7.6,12.6,8.4,3.6,Hamilton
"Mitchell County, Texas: Summary level: 050, state:48> county:335",62.2,37.8,76.2,10.2,0.4,0.6,0.0,37.1,50.1,2747,5.1,9.0,14.1,15.8,15.4,22.2,6.8,9.0,2.0,0.8,7.5,2.51,77.8,7.2,23.0,77.0,9367,80.8,13.6,35.9,38.1,9.4,17.9,15.1,11.0,6.4,4.8,7.8,4.5,1.3,Mitchell
"Titus County, Texas: Summary level: 050, state:48> county:449",49.5,50.5,80.1,10.2,0.4,0.7,0.0,39.5,49.2,10631,7.4,5.1,15.0,15.6,14.5,19.8,10.4,8.7,1.8,1.8,15.1,2.97,72.4,13.8,27.8,72.2,32045,69.7,11.7,57.8,62.4,7.7,12.1,13.0,12.0,5.0,5.2,6.4,4.2,1.1,Titus
"Lavaca County, Texas: Summary level: 050, state:48> county:285",48.4,51.6,81.4,7.4,0.0,0.1,0.0,16.2,76.0,7879,4.8,7.6,13.7,16.9,13.6,18.7,10.0,9.6,2.6,2.5,6.9,2.39,78.6,15.3,19.9,80.1,19269,76.9,21.0,57.9,62.0,4.5,9.9,10.4,14.6,7.7,7.0,10.2,7.2,3.6,Lavaca
"Terry County, Texas: Summary level: 050, state:48> county:445",54.5,45.5,81.8,4.9,0.3,0.1,0.0,49.6,44.8,4096,10.6,8.7,12.5,17.4,17.8,13.4,9.0,4.9,3.5,2.3,8.7,2.78,67.0,14.6,28.7,71.3,12561,74.7,14.2,53.2,56.5,6.4,13.2,11.8,13.8,7.0,4.1,7.9,4.6,1.8,Terry
"Wise County, Texas: Summary level: 050, state:48> county:497",50.4,49.6,93.4,1.0,0.9,0.3,0.1,17.0,79.7,20352,4.9,4.6,8.9,9.1,16.2,19.7,15.9,13.9,3.5,3.3,8.6,2.87,82.1,15.9,20.1,79.9,59351,74.0,12.5,57.5,64.1,5.8,11.7,13.2,15.8,6.6,5.6,7.6,3.8,1.2,Wise
"Matagorda County, Texas: Summary level: 050, state:48> county:321",49.8,50.2,81.4,10.9,0.3,2.0,0.2,38.3,47.3,13338,9.8,6.2,14.6,12.5,12.9,16.3,8.4,12.8,4.5,2.0,16.5,2.71,79.0,15.4,27.8,72.2,36653,73.8,14.3,54.9,60.9,6.6,10.3,11.9,14.5,6.5,6.2,7.9,5.0,1.4,Matagorda
"Pecos County, Texas: Summary level: 050, state:48> county:371",56.3,43.7,88.4,5.5,0.2,0.5,0.0,67.2,26.3,4745,7.9,8.1,14.9,9.3,16.4,19.1,10.3,10.4,2.6,1.0,16.6,2.75,65.4,11.4,32.6,67.4,15510,75.4,12.0,51.7,53.5,6.7,14.9,13.7,14.8,5.7,5.4,7.1,4.3,0.6,Pecos
"Rockwall County, Texas: Summary level: 050, state:48> county:397",49.0,51.0,86.1,5.1,0.7,2.3,0.5,16.0,74.1,26141,3.1,2.7,5.3,4.5,10.2,18.3,16.5,20.8,11.0,7.6,4.9,2.98,91.1,35.3,17.2,82.8,78749,70.5,9.7,65.1,69.3,4.1,12.6,15.8,15.2,5.3,5.3,6.0,3.0,0.7,Rockwall
"Taylor County, Texas: Summary level: 050, state:48> county:441",48.7,51.3,83.0,7.4,0.5,1.6,0.1,22.2,66.8,49423,8.2,6.0,12.5,13.2,15.1,19.9,10.0,9.8,2.9,2.4,12.1,2.53,85.3,24.2,38.1,61.9,131425,75.6,13.3,57.7,61.6,10.2,14.0,10.9,12.9,5.6,4.8,6.9,4.7,1.7,Taylor
"Throckmorton County, Texas: Summary level: 050, state:48> county:447",52.9,47.1,99.2,0.1,0.0,0.0,0.0,6.3,93.1,758,5.7,2.0,20.1,14.4,18.1,19.1,10.3,5.9,2.5,2.0,6.4,2.12,80.0,18.6,24.3,75.7,1626,81.3,25.8,54.9,55.2,5.9,6.5,12.2,14.5,9.3,5.2,14.8,6.1,4.9,Throckmorton
"Walker County, Texas: Summary level: 050, state:48> county:471",59.9,40.1,73.2,22.6,0.2,1.1,0.0,16.8,58.4,20151,14.8,7.1,10.6,13.2,13.7,17.2,11.1,8.3,2.3,1.8,14.7,2.3,81.7,18.2,40.6,59.4,67447,83.6,10.3,38.7,40.8,13.5,14.2,14.2,14.9,6.3,4.3,6.2,3.0,1.0,Walker
"Wood County, Texas: Summary level: 050, state:48> county:499",49.4,50.6,91.3,4.9,0.6,0.5,0.0,8.4,84.8,15904,6.4,7.3,13.1,13.8,17.0,17.9,10.3,9.0,3.0,2.1,10.7,2.52,82.5,17.1,20.0,80.0,41927,79.6,23.8,45.1,49.1,5.1,8.6,10.4,13.3,7.4,8.8,14.2,7.6,2.0,Wood
"Aransas County, Texas: Summary level: 050, state:48> county:007",48.7,51.3,92.3,0.9,0.3,1.3,0.0,25.0,70.0,9825,9.4,5.8,14.2,10.7,14.1,18.0,9.5,11.6,3.8,2.9,13.2,2.34,86.4,23.1,23.5,76.5,23391,80.2,24.3,46.2,50.0,4.7,7.1,10.9,14.7,8.7,7.3,14.7,7.7,1.8,Aransas
"Cochran County, Texas: Summary level: 050, state:48> county:079",50.0,50.0,77.9,4.4,2.4,0.1,0.0,53.8,41.4,1069,12.3,5.0,10.1,15.3,18.0,19.1,11.7,7.2,0.6,0.7,13.8,2.78,67.4,12.6,20.2,79.8,3087,70.3,13.7,50.7,57.0,5.1,12.5,11.2,12.4,6.3,5.5,8.2,2.5,3.0,Cochran
"Coke County, Texas: Summary level: 050, state:48> county:081",49.6,50.4,95.2,1.3,0.5,0.0,0.0,19.2,78.3,1411,4.7,4.3,23.7,11.7,14.0,24.8,9.1,5.0,0.6,2.1,9.7,2.2,85.5,16.1,27.6,72.4,3298,79.4,25.6,51.8,54.5,2.8,8.2,9.8,15.1,7.2,7.4,14.5,8.2,2.9,Coke
"Coryell County, Texas: Summary level: 050, state:48> county:099",49.2,50.8,72.9,16.5,0.4,2.2,0.8,16.1,61.6,20464,7.1,3.5,9.0,11.7,18.6,21.7,15.0,10.2,2.0,1.2,11.1,3.2,88.3,14.8,41.6,58.4,75728,72.9,7.6,41.1,45.0,9.5,17.8,15.0,11.7,4.2,3.4,4.8,2.3,0.6,Coryell
"Hemphill County, Texas: Summary level: 050, state:48> county:211",50.0,50.0,88.0,0.1,0.4,0.0,0.0,30.3,66.6,1405,5.1,11.0,9.0,4.6,13.9,18.6,16.9,11.6,4.3,5.0,15.7,2.71,78.1,17.6,25.0,75.0,3863,70.8,14.1,65.3,66.3,3.7,13.6,12.8,11.8,5.7,6.2,6.8,3.9,3.4,Hemphill
"Moore County, Texas: Summary level: 050, state:48> county:341",51.1,48.9,75.3,1.7,0.6,6.4,0.0,52.7,37.9,6799,4.1,4.0,11.6,13.9,18.2,22.2,12.2,9.8,2.8,1.2,10.2,3.17,68.3,13.2,28.2,71.8,21765,67.9,9.7,66.5,70.3,7.0,13.3,13.3,12.4,4.5,4.8,4.9,3.7,1.0,Moore
"Potter County, Texas: Summary level: 050, state:48> county:375",51.1,48.9,78.0,10.1,0.9,3.9,0.1,35.4,49.0,42430,10.1,8.1,14.7,14.2,15.0,18.0,8.7,7.1,2.4,1.7,18.7,2.75,76.1,15.2,41.0,59.0,121099,72.3,10.9,60.1,63.9,7.4,15.0,12.8,13.4,5.2,5.0,5.7,3.6,1.7,Potter
"San Augustine County, Texas: Summary level: 050, state:48> county:405",47.2,52.8,72.2,25.5,0.4,0.4,0.0,3.6,69.4,3368,13.4,17.3,14.8,11.0,17.8,13.1,3.7,4.6,2.0,2.4,21.3,2.57,72.8,11.1,23.5,76.5,8898,78.7,23.4,38.9,43.6,5.6,5.6,11.0,14.6,6.5,8.1,12.8,7.8,2.8,San
"Shackelford County, Texas: Summary level: 050, state:48> county:417",48.4,51.6,90.1,1.4,0.3,0.0,0.0,10.0,87.7,1354,7.8,7.1,11.4,13.0,14.5,25.0,8.1,7.7,3.2,2.1,11.5,2.43,85.2,22.6,23.3,76.7,3346,76.3,17.9,59.2,61.6,6.9,7.3,13.2,15.8,7.2,6.5,9.2,6.8,1.9,Shackelford
"Starr County, Texas: Summary level: 050, state:48> county:427",48.4,51.6,93.1,0.1,0.2,0.1,0.0,98.3,1.3,15671,15.9,14.1,20.6,14.9,11.2,11.2,5.4,4.0,1.5,1.2,38.8,3.85,44.9,8.5,20.9,79.1,60882,66.1,10.5,47.0,53.8,7.4,12.7,12.9,10.7,4.8,3.5,6.1,3.5,0.9,Starr
"Upton County, Texas: Summary level: 050, state:48> county:461",49.7,50.3,80.4,2.7,0.3,0.0,0.0,46.3,50.8,1179,7.1,5.9,11.0,12.7,11.2,18.7,12.1,15.5,4.7,0.9,11.5,2.73,75.0,14.5,23.4,76.6,3300,72.0,14.8,58.0,60.0,4.6,12.3,12.0,14.6,4.3,6.6,8.4,4.5,1.9,Upton
"Brown County, Texas: Summary level: 050, state:48> county:049",49.5,50.5,90.6,4.0,0.6,0.3,0.0,19.7,74.5,13302,8.1,7.7,14.0,14.1,15.6,19.7,9.3,8.4,1.2,2.1,12.4,2.7,84.5,16.0,27.6,72.4,38018,76.1,17.4,50.8,52.6,5.5,11.2,11.5,13.7,7.6,5.5,9.5,5.2,2.6,Brown
"Hall County, Texas: Summary level: 050, state:48> county:191",49.7,50.3,86.9,5.7,0.0,0.4,0.4,32.9,59.3,1270,9.8,12.1,22.3,10.4,17.8,15.0,4.4,4.3,2.8,1.1,20.4,2.58,73.3,14.7,34.5,65.5,3337,74.1,22.2,47.5,51.2,3.7,8.3,11.0,13.5,6.5,5.9,11.3,8.3,2.6,Hall
"Franklin County, Texas: Summary level: 050, state:48> county:159",49.7,50.3,92.2,4.7,1.5,0.2,0.0,12.7,80.9,4207,7.1,2.6,16.1,12.3,13.9,17.1,15.0,7.4,4.7,3.9,11.2,2.48,84.1,23.3,19.3,80.7,10593,75.4,19.0,55.9,59.2,5.6,9.6,12.4,14.0,5.0,7.9,10.9,6.7,1.4,Franklin
"Frio County, Texas: Summary level: 050, state:48> county:163",58.4,41.6,86.9,3.3,0.1,0.2,0.0,77.7,18.8,4831,7.6,10.0,13.8,14.4,17.3,13.8,12.6,5.2,3.9,1.4,18.8,3.02,62.8,8.2,33.7,66.3,17265,75.2,11.9,46.4,50.4,8.9,16.9,11.7,12.8,4.5,4.7,6.7,3.8,1.4,Frio
"Lampasas County, Texas: Summary level: 050, state:48> county:281",49.5,50.5,88.6,4.7,1.3,0.7,0.1,17.5,75.3,7091,6.1,4.1,11.6,14.5,15.6,18.8,12.6,9.2,5.4,2.1,10.1,2.74,85.9,19.4,24.0,76.0,19837,74.8,16.1,54.3,59.4,5.3,10.1,13.2,14.7,6.4,6.6,9.5,4.5,2.1,Lampasas
"San Jacinto County, Texas: Summary level: 050, state:48> county:407",49.1,50.9,85.8,10.8,0.1,0.6,0.0,10.8,76.6,9238,10.6,5.1,9.9,11.3,16.6,16.9,12.0,10.8,2.9,3.8,13.3,2.85,79.4,11.8,16.8,83.2,26482,75.6,17.3,46.9,54.6,5.5,9.3,11.1,15.5,7.2,7.6,10.8,4.9,1.6,San
"Upshur County, Texas: Summary level: 050, state:48> county:459",49.3,50.7,86.2,8.5,0.6,0.5,0.1,6.6,82.0,14643,7.4,6.3,11.9,11.9,15.9,18.5,13.9,9.7,2.1,2.4,10.1,2.64,83.6,14.4,21.6,78.4,39386,75.3,15.6,54.8,59.1,5.4,11.0,12.0,15.1,6.8,6.7,9.2,4.8,1.6,Upshur
"Waller County, Texas: Summary level: 050, state:48> county:473",49.6,50.4,67.5,24.1,1.1,0.3,0.0,28.9,44.8,13492,9.0,4.5,10.2,10.9,13.8,21.8,10.7,11.9,4.1,3.2,11.8,3.0,80.5,19.5,31.2,68.8,42894,75.5,10.4,56.2,60.8,10.9,10.9,11.5,13.8,6.4,4.8,6.3,2.8,1.3,Waller
"Wilson County, Texas: Summary level: 050, state:48> county:493",49.5,50.5,88.0,1.6,0.4,0.5,0.0,38.5,58.5,15122,4.9,4.9,9.1,7.5,12.7,21.2,13.8,17.1,5.6,3.1,8.7,2.81,84.9,18.2,15.2,84.8,42999,73.8,12.9,61.6,65.2,4.8,10.1,13.7,16.3,6.9,6.4,7.4,4.2,1.3,Wilson
"Hockley County, Texas: Summary level: 050, state:48> county:219",49.8,50.2,82.0,2.8,0.3,0.3,0.1,44.0,50.9,7978,7.6,5.0,12.1,12.8,11.5,21.9,11.7,10.3,4.2,2.8,12.0,2.79,75.1,18.9,28.1,71.9,22988,73.2,12.9,60.5,64.5,8.1,12.3,10.9,13.5,6.4,4.6,7.4,4.0,1.4,Hockley
"Midland County, Texas: Summary level: 050, state:48> county:329",49.2,50.8,85.2,6.7,0.5,1.4,0.0,38.1,53.0,49898,4.9,4.2,8.9,10.7,12.9,19.8,12.1,13.8,5.5,7.2,7.7,2.74,82.0,22.9,31.0,69.0,138472,72.6,10.9,66.3,69.1,7.3,14.7,11.8,14.1,5.8,4.9,5.6,4.2,1.2,Midland
"Llano County, Texas: Summary level: 050, state:48> county:299",48.4,51.6,95.9,0.8,0.2,0.1,0.0,8.2,89.3,8536,5.5,8.3,15.6,13.0,9.9,17.2,11.9,10.3,3.2,5.0,9.7,2.22,86.4,25.9,21.3,78.7,19115,84.2,31.7,46.6,49.0,3.3,6.8,8.0,13.1,8.0,10.8,17.5,10.4,3.8,Llano
"Fannin County, Texas: Summary level: 050, state:48> county:147",52.8,47.2,87.8,6.8,0.8,0.4,0.0,9.7,80.6,11783,7.1,9.1,12.6,13.1,14.9,18.0,13.4,8.7,1.3,1.7,12.9,2.66,80.7,15.3,25.3,74.7,33867,78.0,17.2,50.2,54.4,6.1,11.8,12.8,14.8,6.8,5.8,9.7,4.8,2.6,Fannin
"Brazos County, Texas: Summary level: 050, state:48> county:041",50.6,49.4,75.5,11.1,0.4,5.2,0.0,23.3,59.1,68936,17.4,6.5,13.0,10.3,12.2,14.6,9.2,9.5,3.7,3.5,16.0,2.6,84.8,38.7,53.6,46.4,194087,79.6,7.3,57.7,62.6,22.8,15.0,9.9,9.3,3.7,3.4,4.1,2.4,0.9,Brazos
"Gaines County, Texas: Summary level: 050, state:48> county:165",50.7,49.3,89.7,1.1,1.4,0.2,0.3,37.2,60.2,5402,7.3,6.3,13.3,8.5,13.3,20.0,13.9,10.3,2.8,4.3,14.8,3.23,59.0,12.4,21.7,78.3,17572,66.2,9.3,60.0,63.0,7.2,13.5,11.9,12.5,5.3,3.1,4.6,3.3,1.5,Gaines
"Gray County, Texas: Summary level: 050, state:48> county:179",52.3,47.7,87.5,4.8,0.7,0.4,0.0,23.9,68.7,8465,5.9,7.8,12.4,12.6,16.7,19.5,12.6,8.4,2.2,1.9,11.5,2.47,81.1,13.9,25.0,75.0,22731,75.5,15.9,52.9,57.4,6.0,13.1,13.5,13.6,6.2,5.2,7.9,6.0,2.1,Gray
"Jack County, Texas: Summary level: 050, state:48> county:237",56.9,43.1,92.6,4.5,0.3,0.3,0.0,14.4,80.3,3010,6.5,4.5,11.5,15.1,16.0,16.5,15.6,8.6,2.8,2.9,8.8,2.59,81.0,12.1,25.5,74.5,9027,78.3,14.9,46.0,49.3,7.2,12.7,12.8,16.0,5.9,6.1,8.6,4.8,1.5,Jack
"Bosque County, Texas: Summary level: 050, state:48> county:035",49.5,50.5,94.4,1.4,0.5,0.3,0.0,16.1,80.6,6883,6.6,6.5,15.2,11.8,15.2,17.7,15.0,7.4,2.4,2.2,9.1,2.56,80.6,15.3,23.0,77.0,18114,77.6,21.6,49.4,54.7,4.5,8.9,11.2,14.3,7.4,7.5,12.0,6.7,2.9,Bosque
"Bexar County, Texas: Summary level: 050, state:48> county:029",49.0,51.0,75.2,7.3,0.8,2.4,0.1,58.7,30.2,596862,8.4,5.3,11.3,11.1,14.6,18.8,11.7,11.4,3.8,3.5,13.8,2.82,81.9,25.9,39.1,60.9,1719902,73.0,10.4,58.8,63.7,7.9,14.8,13.5,13.1,5.5,4.7,5.7,3.3,1.4,Bexar
"Baylor County, Texas: Summary level: 050, state:48> county:023",47.7,52.3,95.0,1.6,0.8,0.0,0.0,10.0,88.0,1735,11.5,9.6,12.4,17.4,13.7,19.3,7.3,4.1,3.4,1.3,9.1,2.1,83.1,21.7,26.0,74.0,3706,81.2,26.9,48.0,49.4,1.4,8.2,10.5,14.8,7.1,8.4,13.0,9.5,4.4,Baylor
"Denton County, Texas: Summary level: 050, state:48> county:121",49.2,50.8,77.5,8.2,0.4,6.6,0.1,18.2,64.4,237732,3.9,2.5,7.0,7.8,11.6,18.4,13.6,19.4,8.3,7.4,5.3,2.76,91.5,40.3,34.1,65.9,667934,72.6,7.1,70.0,75.0,7.5,15.2,16.4,14.4,5.2,4.1,4.5,1.9,0.7,Denton
"Galveston County, Texas: Summary level: 050, state:48> county:167",49.4,50.6,78.5,13.9,0.4,3.0,0.0,22.5,59.0,109142,7.2,4.4,8.5,8.8,12.3,17.3,12.7,16.0,6.9,5.9,9.2,2.64,86.7,28.3,31.3,68.7,292874,74.7,11.4,61.2,66.6,6.0,13.1,13.4,15.7,7.0,5.3,6.6,3.6,1.2,Galveston
"Roberts County, Texas: Summary level: 050, state:48> county:393",47.1,52.9,98.3,0.0,0.1,1.0,0.0,3.1,95.2,347,2.3,0.3,15.3,12.1,7.2,23.1,11.0,15.6,8.1,5.2,8.4,2.86,94.0,36.8,15.6,84.4,992,74.0,14.7,62.6,65.5,3.7,10.2,10.5,17.3,5.5,9.2,9.2,3.9,1.6,Roberts
"Uvalde County, Texas: Summary level: 050, state:48> county:463",48.7,51.3,93.1,1.0,0.4,0.5,0.1,69.4,29.0,8660,14.0,7.7,15.5,13.9,14.5,15.3,8.2,7.6,1.5,2.0,21.6,2.98,68.6,16.2,28.2,71.8,26434,71.3,15.0,51.1,57.3,6.6,11.1,11.6,12.3,5.6,5.7,7.8,5.1,2.1,Uvalde
"Bowie County, Texas: Summary level: 050, state:48> county:037",50.6,49.4,70.2,23.5,0.8,0.7,0.2,6.6,66.2,33920,10.8,6.5,14.6,10.9,14.5,17.6,11.2,9.3,2.4,2.3,15.3,2.59,85.8,18.5,33.4,66.6,92460,75.8,14.3,52.5,58.0,6.2,13.2,13.2,14.2,6.2,5.8,7.6,4.9,1.8,Bowie
"Kent County, Texas: Summary level: 050, state:48> county:263",49.0,51.0,98.3,0.0,0.0,0.0,0.0,7.8,91.8,394,4.3,5.1,23.1,16.5,10.9,20.8,11.7,5.8,1.0,0.8,5.0,1.99,89.1,20.9,30.7,69.3,829,81.2,24.1,64.6,66.4,8.3,9.4,9.3,11.3,7.2,9.7,12.1,7.6,4.5,Kent
"Somervell County, Texas: Summary level: 050, state:48> county:425",49.1,50.9,90.2,1.3,0.4,0.1,0.0,18.9,79.1,3221,11.5,5.1,7.7,5.2,18.7,18.1,13.2,13.3,2.5,4.8,8.9,2.53,83.8,30.3,27.6,72.4,8444,74.1,14.7,59.4,60.6,4.8,12.8,12.7,14.0,6.9,6.2,8.2,5.5,1.1,Somervell
"Hardin County, Texas: Summary level: 050, state:48> county:199",49.3,50.7,90.9,5.9,0.3,0.6,0.0,4.5,87.9,20468,7.5,4.6,12.0,9.6,12.3,18.4,16.5,12.4,4.5,2.0,9.1,2.64,86.0,15.0,21.7,78.3,54497,74.2,13.7,56.3,60.5,5.8,12.1,13.0,14.9,6.5,5.8,7.7,4.2,1.8,Hardin
"Leon County, Texas: Summary level: 050, state:48> county:289",49.7,50.3,83.2,7.5,0.4,0.1,0.0,13.3,77.6,6434,9.0,5.3,16.4,11.2,12.8,16.4,12.8,8.8,4.0,3.3,11.4,2.6,81.2,14.1,16.6,83.4,16827,77.5,21.3,48.2,51.7,4.2,9.6,11.3,14.4,7.2,7.1,12.6,5.7,3.0,Leon
"Newton County, Texas: Summary level: 050, state:48> county:351",51.3,48.7,76.2,20.5,0.2,1.1,0.7,3.0,74.4,5185,9.3,8.7,15.0,11.3,17.6,16.7,12.4,5.7,1.4,2.0,13.4,2.68,80.7,9.3,20.0,80.0,14372,77.0,16.6,48.4,54.4,6.3,11.3,12.4,14.8,7.1,6.1,9.8,5.6,1.2,Newton
"Reeves County, Texas: Summary level: 050, state:48> county:389",55.3,44.7,86.8,4.0,2.0,0.4,0.0,74.1,19.9,3474,12.8,10.7,12.1,10.6,11.8,15.8,14.5,7.3,4.2,0.2,22.5,3.4,61.0,11.6,23.9,76.1,13606,77.5,15.1,44.2,49.7,6.6,15.3,12.9,12.4,7.4,4.0,8.2,4.7,2.2,Reeves
"Travis County, Texas: Summary level: 050, state:48> county:453",50.5,49.5,72.1,8.5,0.6,5.9,0.1,33.4,50.5,405406,7.4,4.3,9.0,10.1,14.1,17.5,11.7,13.2,5.9,6.9,12.3,2.5,86.9,44.2,48.1,51.9,1034842,76.2,7.4,67.1,72.5,9.2,19.1,15.2,12.9,5.2,4.2,4.2,2.2,0.9,Travis
"Collingsworth County, Texas: Summary level: 050, state:48> county:087",49.7,50.3,86.9,4.1,1.0,0.5,0.0,31.5,61.3,1197,9.8,11.7,10.9,9.4,15.6,18.5,9.8,5.5,2.8,5.9,20.5,2.47,78.5,20.2,22.4,77.6,3050,71.9,20.2,58.8,61.5,3.6,12.4,11.0,10.4,4.9,7.7,8.8,8.2,3.2,Collingsworth
"Erath County, Texas: Summary level: 050, state:48> county:143",49.1,50.9,87.6,1.1,0.7,0.5,0.0,19.1,77.3,14223,12.9,7.4,12.7,12.0,17.0,15.5,9.5,8.2,2.0,2.9,12.9,2.55,81.0,24.5,40.2,59.8,38192,78.0,12.5,61.4,64.7,14.3,12.0,10.7,12.1,5.4,5.1,6.6,4.2,1.8,Erath
"Motley County, Texas: Summary level: 050, state:48> county:345",55.0,45.0,95.4,2.1,0.6,0.1,0.0,12.0,85.3,457,12.0,12.5,9.0,15.8,22.1,12.0,8.5,5.3,2.8,0.0,16.2,2.52,87.7,20.2,26.0,74.0,1153,75.6,23.2,46.8,51.1,1.6,10.4,9.0,15.1,2.8,6.4,12.9,8.8,1.6,Motley
"Coleman County, Texas: Summary level: 050, state:48> county:083",50.1,49.9,93.5,2.1,0.3,0.0,0.0,16.4,79.5,3511,14.0,8.7,20.5,13.5,11.8,15.1,6.7,6.6,1.9,1.2,18.9,2.47,80.9,14.1,31.7,68.3,8817,77.7,21.4,45.5,48.2,6.0,8.1,9.6,13.6,7.3,8.9,11.1,7.6,2.7,Coleman
"Medina County, Texas: Summary level: 050, state:48> county:325",51.2,48.8,89.2,2.8,0.5,0.6,0.0,49.9,46.2,15413,7.9,6.1,11.6,10.5,12.3,18.8,15.3,9.7,5.6,2.2,14.4,2.81,80.3,19.4,23.0,77.0,46009,74.4,13.5,51.7,56.4,6.4,11.6,12.4,15.0,7.4,5.3,7.6,4.5,1.4,Medina
"Henderson County, Texas: Summary level: 050, state:48> county:213",49.0,51.0,89.5,6.4,0.6,0.5,0.0,10.9,80.7,30311,8.5,8.0,13.9,12.7,15.8,18.5,9.8,8.4,2.5,1.9,13.2,2.55,80.0,14.2,23.8,76.2,78558,77.2,19.2,50.1,55.1,5.5,10.2,11.8,14.1,6.5,7.4,11.2,6.2,1.9,Henderson
"Lamar County, Texas: Summary level: 050, state:48> county:277",48.1,51.9,81.1,13.2,0.9,0.7,0.2,6.5,76.1,19260,10.0,7.9,12.6,14.5,14.8,17.3,10.5,8.7,2.3,1.4,15.5,2.52,82.9,15.8,33.3,66.7,49740,75.8,16.8,54.3,58.4,6.3,10.6,12.9,13.8,6.2,6.2,9.6,5.3,2.0,Lamar
"Kimble County, Texas: Summary level: 050, state:48> county:267",51.4,48.6,96.4,0.4,0.1,0.5,0.0,26.2,73.1,1950,8.6,8.0,9.6,9.4,18.3,18.8,8.1,10.5,7.1,1.7,15.0,2.3,81.2,17.9,27.3,72.7,4577,81.6,24.8,57.6,60.8,4.3,7.0,9.2,15.6,10.2,8.7,15.3,4.8,4.7,Kimble
"Washington County, Texas: Summary level: 050, state:48> county:477",49.5,50.5,78.4,17.9,0.6,1.4,0.0,13.6,66.3,12279,8.4,7.3,12.3,13.6,13.2,18.3,11.1,10.2,3.3,2.3,11.2,2.59,80.4,24.3,34.1,65.9,33628,78.0,18.6,53.8,56.1,5.0,10.0,10.6,14.5,6.6,6.5,9.3,7.0,2.3,Washington
"Stephens County, Texas: Summary level: 050, state:48> county:429",52.1,47.9,85.5,2.5,0.3,0.5,0.0,20.9,75.6,3552,8.2,8.4,14.6,13.8,14.3,18.7,12.0,6.7,0.9,2.4,15.5,2.48,80.4,13.2,24.9,75.1,9561,76.7,18.6,50.4,52.6,6.8,11.6,11.4,13.3,5.7,6.8,9.7,6.3,2.7,Stephens
"Andrews County, Texas: Summary level: 050, state:48> county:003",49.8,50.2,86.7,1.4,3.4,1.6,0.0,49.5,47.1,5183,6.5,5.8,10.3,11.5,11.5,14.1,15.7,13.8,6.3,4.4,11.0,2.88,73.6,14.2,19.3,80.7,15006,70.6,11.0,62.4,65.8,6.0,12.3,13.4,14.1,4.4,5.6,5.8,4.3,0.9,Andrews
"Gonzales County, Texas: Summary level: 050, state:48> county:177",50.0,50.0,59.6,7.5,0.1,0.1,0.0,47.3,44.6,6804,8.1,6.9,18.3,11.4,14.8,18.5,9.6,8.3,1.6,2.5,16.8,2.86,70.1,14.4,31.1,68.9,19773,72.8,15.8,55.4,61.5,5.3,11.8,12.4,13.1,6.7,4.6,8.7,5.0,2.2,Gonzales
