,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Titus County, Texas: Summary level: 050, state:48> county:449",49.0,51.0,69.4,9.2,1.1,1.1,0.0,42.8,45.4,10694,4.8,6.6,15.0,10.8,16.1,20.2,10.6,10.7,2.8,2.4,16.6,3.04,75.8,15.9,33.8,66.2,32730,70.9,13.7,58.3,62.1,7.2,12.4,11.8,12.2,5.3,5.3,7.9,4.2,1.5,Titus
"Lavaca County, Texas: Summary level: 050, state:48> county:285",48.6,51.4,78.5,6.5,0.2,0.4,0.0,18.5,73.9,7756,4.4,8.1,10.0,9.2,15.1,17.9,10.5,14.6,4.9,5.4,10.9,2.51,85.3,16.7,25.0,75.0,19941,76.3,22.8,57.0,59.0,5.2,10.3,9.7,12.0,6.6,7.4,11.8,7.4,3.6,Lavaca
"Terry County, Texas: Summary level: 050, state:48> county:445",51.6,48.4,89.0,5.1,0.3,0.0,0.0,54.4,40.2,4041,7.1,3.7,12.6,12.9,17.6,17.4,11.9,9.6,5.1,2.1,12.0,2.85,68.4,12.0,31.3,68.7,12615,72.6,15.2,48.7,54.2,5.8,14.5,11.1,11.9,5.7,5.2,8.4,5.1,1.7,Terry
"Wise County, Texas: Summary level: 050, state:48> county:497",50.2,49.8,93.3,1.3,0.4,0.4,0.2,19.0,77.1,22080,4.8,3.6,8.6,9.4,13.4,20.0,13.8,17.2,4.6,4.7,9.2,2.88,85.1,17.5,23.1,76.9,64639,75.0,14.7,57.7,60.7,5.9,12.4,12.0,14.2,7.3,6.3,9.3,3.9,1.5,Wise
"Matagorda County, Texas: Summary level: 050, state:48> county:321",49.9,50.1,72.9,9.8,0.4,1.9,0.1,42.0,44.4,13636,11.8,6.6,10.6,10.9,14.1,17.2,11.6,10.3,3.1,3.6,16.6,2.67,78.3,16.7,31.7,68.3,36743,74.1,16.1,55.2,59.4,6.4,12.6,10.9,12.2,6.3,7.5,8.7,4.8,2.5,Matagorda
"Pecos County, Texas: Summary level: 050, state:48> county:371",57.0,43.0,82.8,3.7,1.1,0.5,0.1,68.6,25.6,4557,7.6,5.2,7.0,13.2,15.8,16.2,16.4,14.0,2.6,2.0,9.5,2.99,69.5,9.8,29.0,71.0,15797,75.6,12.6,49.5,51.3,6.4,15.7,14.4,13.0,6.5,4.7,7.0,4.0,1.7,Pecos
"Rockwall County, Texas: Summary level: 050, state:48> county:397",49.3,50.7,85.5,6.1,0.2,2.5,0.0,17.3,71.6,31649,2.4,2.2,4.4,5.4,9.7,14.9,13.5,23.1,12.1,12.4,4.7,2.94,92.1,40.3,19.7,80.3,93642,72.5,11.8,65.1,68.0,5.3,11.4,15.2,14.3,6.9,5.1,7.3,3.3,1.3,Rockwall
"Taylor County, Texas: Summary level: 050, state:48> county:441",48.9,51.1,76.3,7.8,0.9,2.2,0.1,24.1,63.9,49482,6.3,5.4,10.1,11.8,15.7,18.7,11.0,13.3,3.9,3.7,11.2,2.62,88.4,24.5,41.4,58.6,136348,75.3,14.0,59.3,61.9,10.6,14.7,11.0,10.4,5.6,5.3,7.6,4.5,2.0,Taylor
"Throckmorton County, Texas: Summary level: 050, state:48> county:447",44.3,55.7,97.4,1.0,0.0,0.0,0.0,15.0,82.5,703,12.8,7.4,10.4,10.7,10.8,19.8,7.7,15.5,3.0,2.0,9.1,2.21,85.3,19.0,29.2,70.8,1567,80.3,24.9,53.6,56.6,6.3,11.2,7.5,13.6,6.4,8.3,13.2,9.1,2.6,Throckmorton
"Walker County, Texas: Summary level: 050, state:48> county:471",58.2,41.8,73.2,23.0,0.4,1.3,0.0,17.9,56.6,21636,15.1,6.3,10.6,10.3,15.1,14.9,11.8,10.4,3.5,1.9,14.2,2.47,85.1,20.6,48.8,51.2,71539,84.8,12.2,40.3,41.7,14.9,14.0,13.7,13.6,6.1,5.0,7.3,3.2,1.7,Walker
"Wood County, Texas: Summary level: 050, state:48> county:499",49.8,50.2,89.6,5.4,0.7,0.3,0.1,9.8,82.8,16531,7.6,6.6,10.4,12.0,14.7,17.5,12.4,12.1,4.0,2.8,10.0,2.56,84.8,16.4,20.0,80.0,43815,80.6,26.9,43.8,46.7,4.8,9.4,9.6,12.1,7.9,7.0,15.4,8.4,3.1,Wood
"Aransas County, Texas: Summary level: 050, state:48> county:007",48.6,51.4,89.3,1.5,0.2,2.0,0.0,27.3,67.4,9432,8.9,5.6,12.3,12.1,14.9,15.3,9.5,11.1,5.0,5.3,11.9,2.58,84.9,21.7,22.1,77.9,24763,80.9,26.6,49.1,52.6,5.8,8.1,10.0,13.1,7.3,8.1,15.5,8.6,2.6,Aransas
"Cochran County, Texas: Summary level: 050, state:48> county:079",51.3,48.7,90.3,3.4,0.0,0.0,0.0,58.0,36.8,996,9.0,11.2,12.7,9.7,14.2,15.3,10.1,11.7,4.9,1.1,19.2,2.8,67.7,8.2,21.8,78.2,2904,71.7,15.2,55.1,58.9,4.3,15.4,11.9,9.5,7.1,5.3,7.6,6.5,1.0,Cochran
"Coke County, Texas: Summary level: 050, state:48> county:081",49.0,51.0,89.4,0.6,1.3,0.2,0.0,21.3,75.6,1617,7.9,5.8,14.1,11.9,18.4,17.1,12.7,10.1,1.4,0.7,8.4,1.96,83.9,17.1,25.2,74.8,3275,79.3,27.2,52.3,54.0,2.8,6.5,13.0,14.2,7.8,6.6,15.0,9.3,2.9,Coke
"Coryell County, Texas: Summary level: 050, state:48> county:099",49.9,50.1,72.0,14.1,0.8,2.1,0.9,18.1,59.0,22314,5.3,4.4,10.4,11.9,16.3,21.8,13.3,12.4,2.4,1.7,10.9,2.72,88.1,15.7,41.9,58.1,75389,76.4,9.3,39.4,43.3,11.2,19.1,14.4,11.2,4.8,3.8,5.6,2.6,1.1,Coryell
"Hemphill County, Texas: Summary level: 050, state:48> county:211",48.4,51.6,92.7,0.9,0.4,0.6,0.0,35.8,61.6,1323,2.4,9.3,5.7,12.9,14.6,14.3,11.3,20.2,4.8,4.5,10.8,3.04,79.5,21.0,36.4,63.6,4061,67.9,13.3,65.5,69.0,4.0,9.6,15.0,10.9,6.3,4.9,8.0,3.6,1.6,Hemphill
"Moore County, Texas: Summary level: 050, state:48> county:341",52.5,47.5,73.0,4.0,0.9,7.9,0.0,54.9,32.9,6626,4.4,4.3,8.5,12.4,17.6,22.2,13.3,11.8,3.0,2.4,11.2,3.26,66.7,14.3,35.1,64.9,21801,68.3,10.4,64.4,67.8,7.7,13.5,12.2,11.1,5.4,4.8,6.4,2.6,1.4,Moore
"Potter County, Texas: Summary level: 050, state:48> county:375",51.5,48.5,78.1,9.8,0.5,5.4,0.1,38.0,44.5,43944,8.3,6.6,13.2,13.6,14.7,19.6,9.5,9.1,2.5,3.1,16.3,2.59,77.4,14.8,44.7,55.3,120899,72.4,11.9,58.0,60.3,6.9,15.2,13.0,12.0,6.3,4.8,6.8,3.5,1.6,Potter
"San Augustine County, Texas: Summary level: 050, state:48> county:405",49.1,50.9,73.5,21.1,2.0,0.2,0.0,7.0,68.9,3356,14.9,5.7,17.6,11.2,13.3,15.6,11.1,6.5,2.7,1.5,18.9,2.41,80.8,13.3,19.9,80.1,8327,80.0,25.6,37.7,41.7,3.1,9.8,8.6,13.9,8.6,7.1,14.8,8.1,2.7,San
"Shackelford County, Texas: Summary level: 050, state:48> county:417",53.5,46.5,96.1,0.2,0.3,0.2,0.0,11.6,85.5,1234,9.6,5.8,12.6,10.8,17.0,17.0,11.9,8.8,4.2,2.3,7.0,2.66,84.6,24.9,19.2,80.8,3311,76.3,18.4,57.8,62.9,3.3,11.5,9.0,13.7,10.7,4.6,10.0,6.4,2.1,Shackelford
"Starr County, Texas: Summary level: 050, state:48> county:427",48.6,51.4,95.1,0.1,0.1,0.1,0.0,99.1,0.7,16238,14.4,10.8,19.2,12.4,13.7,12.7,6.6,5.9,2.8,1.5,31.4,3.9,51.5,10.3,26.0,74.0,63894,66.9,11.2,48.3,56.4,8.2,13.0,11.9,10.9,4.3,4.0,6.3,3.6,1.3,Starr
"Upton County, Texas: Summary level: 050, state:48> county:461",50.7,49.3,47.7,6.8,0.1,0.7,0.0,50.6,42.0,1305,9.5,3.6,11.4,10.7,12.3,19.0,11.0,13.1,5.0,4.4,14.5,2.74,78.2,9.9,27.0,73.0,3634,70.9,15.0,53.6,54.6,4.5,11.5,12.5,12.3,6.8,5.4,8.4,4.9,1.7,Upton
"Brown County, Texas: Summary level: 050, state:48> county:049",49.6,50.4,91.5,3.9,0.5,0.7,0.0,21.9,72.0,14016,7.4,5.0,12.2,14.4,14.8,18.9,10.7,10.9,2.6,3.1,11.1,2.57,86.1,19.3,27.7,72.3,37834,77.2,19.1,52.7,54.9,6.4,11.7,11.1,12.5,7.4,6.2,10.9,6.1,2.1,Brown
"Hall County, Texas: Summary level: 050, state:48> county:191",50.3,49.7,81.0,8.1,0.7,0.3,0.0,34.4,56.2,1301,9.4,10.8,19.1,16.5,10.7,13.6,7.9,8.3,1.3,2.3,20.9,2.31,75.9,14.3,39.0,61.0,3074,76.8,23.1,50.5,56.5,4.7,8.2,10.7,12.1,5.6,8.1,12.3,7.9,2.9,Hall
"Franklin County, Texas: Summary level: 050, state:48> county:159",50.2,49.8,86.0,3.9,0.2,0.0,0.1,14.2,79.2,3806,4.5,4.9,12.7,13.2,12.1,17.3,15.2,12.9,2.5,4.7,5.2,2.78,88.7,23.6,23.0,77.0,10679,75.6,20.8,55.0,59.5,4.9,10.0,10.6,12.4,7.4,6.9,12.0,7.1,1.7,Franklin
"Frio County, Texas: Summary level: 050, state:48> county:163",59.7,40.3,74.8,4.4,0.1,0.9,0.0,78.8,15.6,4624,8.6,9.5,12.3,10.6,15.9,15.9,10.1,11.9,3.2,2.0,17.4,3.4,66.6,7.2,31.8,68.2,19394,76.2,12.3,43.8,46.8,10.4,18.3,12.3,10.8,4.0,4.6,7.0,4.3,0.9,Frio
"Lampasas County, Texas: Summary level: 050, state:48> county:281",49.4,50.6,88.3,4.4,0.3,1.1,0.4,19.5,72.6,7738,8.2,3.0,7.8,7.9,17.2,18.7,12.6,14.1,6.7,4.0,7.3,2.63,90.6,20.0,24.4,75.6,20640,77.1,18.2,53.0,57.1,4.7,10.6,12.6,13.8,6.9,7.7,11.1,5.2,1.9,Lampasas
"Houston County, Texas: Summary level: 050, state:48> county:225",54.2,45.8,68.5,24.9,0.3,0.3,0.0,10.9,61.8,8209,10.1,10.5,15.8,14.2,15.2,17.8,7.1,7.3,1.0,1.0,17.9,2.41,80.3,14.1,31.1,68.9,22955,80.5,21.1,43.2,44.2,5.8,10.5,13.2,13.9,7.3,6.9,11.3,6.7,3.0,Houston
"Navarro County, Texas: Summary level: 050, state:48> county:349",49.1,50.9,75.0,13.0,1.9,0.6,1.1,26.8,56.7,17397,8.9,4.7,11.8,11.3,15.3,18.8,11.2,11.2,3.7,3.2,14.9,2.74,78.3,16.1,30.5,69.5,48583,73.7,16.6,56.0,60.9,5.8,11.5,11.6,12.7,7.0,5.8,9.4,5.2,2.1,Navarro
"Scurry County, Texas: Summary level: 050, state:48> county:415",54.7,45.3,87.3,4.9,0.4,0.3,0.0,40.1,53.1,5884,3.1,7.4,9.4,13.4,11.9,18.2,13.7,15.3,5.3,2.3,8.6,2.61,77.8,16.5,23.5,76.5,17239,75.0,15.0,50.8,53.0,6.2,13.3,13.9,11.3,6.3,5.3,7.9,5.0,2.1,Scurry
"Stonewall County, Texas: Summary level: 050, state:48> county:433",52.7,47.3,90.5,3.5,2.2,0.0,0.0,18.5,77.6,582,6.2,8.6,15.3,10.8,10.5,13.6,14.4,8.1,8.6,4.0,7.0,2.29,89.4,13.7,24.4,75.6,1385,77.8,26.9,53.3,54.6,1.1,7.7,5.7,12.9,9.5,8.7,16.1,8.6,2.2,Stonewall
"Bastrop County, Texas: Summary level: 050, state:48> county:021",50.9,49.1,71.1,7.9,0.5,0.9,0.0,36.8,53.0,25345,5.4,3.9,8.1,9.4,12.6,18.5,13.6,17.0,7.7,3.9,7.4,3.17,81.0,20.4,22.5,77.5,82577,74.5,14.2,55.0,58.9,5.9,11.4,12.5,13.6,7.2,7.1,9.2,3.6,1.4,Bastrop
"Bee County, Texas: Summary level: 050, state:48> county:025",60.9,39.1,87.3,8.0,0.7,0.4,0.0,58.6,31.8,8537,11.7,6.7,12.9,10.8,16.5,17.2,7.8,9.7,3.4,3.2,21.0,2.92,73.7,10.2,36.2,63.8,32691,78.7,11.9,35.5,39.0,8.3,17.4,14.7,13.4,6.2,4.5,6.8,3.5,1.5,Bee
"Crane County, Texas: Summary level: 050, state:48> county:103",51.9,48.1,52.6,4.2,0.1,0.4,0.0,63.6,32.0,1422,5.4,2.0,10.8,3.6,8.4,23.1,16.9,21.3,3.7,4.7,6.8,3.33,76.9,12.4,13.8,86.2,4839,68.9,12.0,58.3,59.1,4.9,13.2,11.9,11.8,6.6,4.3,6.8,4.1,1.1,Crane
"Somervell County, Texas: Summary level: 050, state:48> county:425",47.9,52.1,90.9,0.6,1.3,0.4,0.7,18.8,79.0,3239,5.2,6.2,14.6,6.9,15.2,15.2,11.9,15.7,5.8,3.3,26.7,2.6,87.8,23.9,27.8,72.2,8743,77.0,18.0,54.4,55.4,8.0,11.7,10.9,13.3,7.1,7.3,10.9,4.6,2.5,Somervell
"Hardin County, Texas: Summary level: 050, state:48> county:199",48.5,51.5,91.6,5.7,0.2,0.6,0.0,5.6,86.7,20385,7.6,6.2,8.8,9.3,10.7,17.9,11.7,17.1,6.0,4.7,9.8,2.74,87.9,15.3,19.9,80.1,56379,75.2,16.3,53.6,55.9,5.8,12.2,12.8,12.7,7.0,6.1,9.9,4.8,1.6,Hardin
"Leon County, Texas: Summary level: 050, state:48> county:289",50.3,49.7,88.8,7.2,0.5,0.8,0.3,14.4,76.3,6249,5.6,5.9,12.6,14.5,13.3,14.3,11.2,11.9,4.7,6.1,12.9,2.72,82.4,16.4,21.5,78.5,17098,77.2,23.9,47.3,50.7,4.5,9.8,10.5,11.3,7.3,7.5,13.8,7.1,3.1,Leon
"Newton County, Texas: Summary level: 050, state:48> county:351",51.5,48.5,77.0,19.7,0.1,1.2,0.0,3.5,73.5,4978,9.4,6.3,17.8,10.7,14.2,16.1,9.7,11.4,3.0,1.2,12.4,2.79,83.7,8.9,13.6,86.4,14057,79.5,19.6,42.4,46.1,5.1,8.5,12.5,14.3,6.0,8.2,11.5,6.2,1.9,Newton
"Reeves County, Texas: Summary level: 050, state:48> county:389",57.4,42.6,78.8,3.3,0.2,1.5,0.1,75.1,20.6,3713,9.9,4.5,8.9,9.2,12.1,20.8,16.6,11.7,3.9,2.3,10.0,3.48,63.9,10.8,29.3,70.7,15125,77.7,12.1,46.9,50.6,7.5,15.0,16.2,12.8,5.7,4.7,6.6,3.7,1.8,Reeves
"Travis County, Texas: Summary level: 050, state:48> county:453",50.5,49.5,73.5,8.3,0.6,6.6,0.0,33.9,49.1,458484,5.5,3.0,6.7,7.8,11.5,17.6,12.3,16.8,7.7,11.1,8.8,2.57,89.1,48.6,47.8,52.2,1203166,77.6,9.2,69.4,72.3,6.9,20.1,15.8,12.7,5.6,4.8,5.9,2.3,1.0,Travis
"Collingsworth County, Texas: Summary level: 050, state:48> county:087",49.9,50.1,78.3,7.4,2.7,0.0,0.0,27.8,62.7,1055,7.9,4.0,14.4,18.4,12.8,18.9,13.9,4.7,2.6,2.5,13.5,2.78,76.1,18.4,22.9,77.1,2996,75.8,18.1,57.1,62.4,6.7,10.7,12.8,11.7,7.8,5.8,10.4,4.1,3.5,Collingsworth
"Erath County, Texas: Summary level: 050, state:48> county:143",48.7,51.3,89.6,1.7,1.1,0.8,0.1,20.9,74.9,13961,11.9,4.6,10.0,11.2,13.9,17.8,10.1,12.3,5.3,2.9,10.7,2.82,86.1,29.7,35.6,64.4,41482,78.9,13.8,58.0,60.1,14.3,12.2,10.1,10.4,5.5,5.0,8.0,3.9,1.9,Erath
"Motley County, Texas: Summary level: 050, state:48> county:345",50.2,49.8,86.5,1.6,0.0,0.0,0.0,19.4,74.5,465,8.6,3.4,14.2,16.1,12.9,19.4,11.4,8.4,1.3,4.3,5.8,2.49,86.2,16.7,32.3,67.7,1156,73.2,29.2,57.6,62.4,2.5,16.9,4.8,8.6,5.3,3.7,19.1,7.8,2.3,Motley
"Coleman County, Texas: Summary level: 050, state:48> county:083",50.3,49.7,92.5,3.0,0.5,0.9,0.0,17.5,77.0,3460,9.0,4.2,14.5,10.6,20.1,18.6,9.0,6.9,2.0,5.1,13.6,2.41,81.8,15.6,28.8,71.2,8391,78.2,24.0,49.2,50.8,3.6,11.8,9.8,11.7,8.6,7.4,13.3,8.9,1.7,Coleman
"Medina County, Texas: Summary level: 050, state:48> county:325",51.8,48.2,90.7,2.6,0.4,0.8,0.0,51.6,43.9,15470,7.1,5.3,7.7,9.8,10.3,20.0,11.4,17.3,6.3,4.6,8.0,3.03,83.0,19.8,20.2,79.8,49334,76.7,16.1,54.6,56.7,7.1,12.4,11.4,13.6,6.9,6.5,9.7,4.4,2.0,Medina
"Henderson County, Texas: Summary level: 050, state:48> county:213",48.6,51.4,89.3,6.5,0.8,0.7,0.0,12.5,78.5,30885,7.2,6.4,12.4,12.7,14.8,17.5,12.3,10.0,3.9,2.8,12.4,2.56,83.5,18.2,23.6,76.4,80460,78.3,21.6,48.5,51.1,5.4,10.6,10.8,12.7,7.4,7.1,12.4,7.1,2.1,Henderson
"Lamar County, Texas: Summary level: 050, state:48> county:277",48.3,51.7,81.3,12.4,0.4,0.9,0.3,7.7,74.7,19313,11.1,6.2,11.4,12.1,14.6,17.5,11.2,10.1,3.5,2.2,13.6,2.53,84.6,17.6,35.0,65.0,49532,76.2,18.6,54.3,57.6,5.7,12.0,11.4,12.9,6.6,6.5,10.6,6.2,1.8,Lamar
"Kimble County, Texas: Summary level: 050, state:48> county:267",48.9,51.1,89.1,0.0,0.8,0.0,0.1,25.3,72.4,1948,7.5,5.9,10.7,15.2,19.7,16.0,10.1,7.9,1.9,5.2,12.3,2.24,84.3,22.1,24.0,76.0,4408,79.8,28.9,58.2,60.1,3.6,5.6,9.8,10.0,8.2,11.1,15.9,9.1,3.9,Kimble
"Washington County, Texas: Summary level: 050, state:48> county:477",49.6,50.4,77.6,16.7,0.7,1.7,0.1,15.8,64.3,12381,6.4,5.2,10.8,10.7,11.9,20.3,13.0,11.9,4.0,5.7,10.3,2.62,85.8,25.0,25.8,74.2,34796,77.8,20.8,52.8,56.2,6.2,9.6,10.8,11.5,6.6,7.3,11.2,6.1,3.5,Washington
"Stephens County, Texas: Summary level: 050, state:48> county:429",51.3,48.7,91.0,2.4,1.0,0.4,0.0,23.5,71.6,3268,9.0,7.9,8.6,12.2,20.5,15.6,9.1,10.1,3.3,3.7,19.7,2.72,77.1,16.6,19.1,80.9,9372,77.5,19.1,48.7,52.3,5.2,14.4,10.3,11.2,6.4,7.0,10.4,5.3,3.4,Stephens
"Andrews County, Texas: Summary level: 050, state:48> county:003",51.1,48.9,92.4,2.0,0.0,0.4,0.1,56.0,40.5,5508,5.5,3.1,5.3,9.5,12.5,15.3,13.2,22.0,7.2,6.4,8.6,3.22,74.6,10.4,26.9,73.1,17818,69.0,10.3,63.6,66.8,6.2,15.0,12.3,12.0,5.0,4.8,5.9,3.2,1.3,Andrews
"Gonzales County, Texas: Summary level: 050, state:48> county:177",50.6,49.4,61.7,6.7,0.3,0.3,0.0,50.5,41.9,7214,5.4,6.1,11.0,12.0,12.7,21.3,11.5,11.0,4.8,4.2,11.8,2.82,75.9,12.3,31.8,68.2,20667,73.0,16.1,58.1,60.8,6.4,12.0,11.0,12.2,7.2,5.8,9.2,5.1,1.8,Gonzales
"Lynn County, Texas: Summary level: 050, state:48> county:305",51.3,48.7,85.1,1.5,0.6,0.7,0.1,47.4,49.1,2133,8.6,8.6,13.3,9.5,15.9,13.6,8.0,14.1,3.1,5.3,16.4,2.7,76.1,18.2,31.2,68.8,5808,73.5,16.8,52.9,57.7,5.0,11.9,11.9,12.3,6.2,6.3,8.9,6.3,1.6,Lynn
"Zapata County, Texas: Summary level: 050, state:48> county:505",49.9,50.1,93.4,0.1,0.0,1.2,0.0,94.2,4.3,4405,16.2,6.2,15.9,16.3,15.7,11.4,9.7,4.9,1.8,1.9,29.5,3.25,60.0,10.4,29.6,70.4,14369,66.4,13.9,50.3,56.5,8.5,12.3,11.8,10.1,4.1,3.9,7.5,5.2,1.2,Zapata
"Hood County, Texas: Summary level: 050, state:48> county:221",49.2,50.8,95.4,0.9,0.9,0.8,0.0,12.3,84.4,21969,5.7,3.9,10.0,9.2,14.5,17.5,11.3,16.1,6.7,5.3,7.9,2.56,89.4,26.1,23.4,76.6,56901,78.9,24.3,51.8,53.4,4.5,10.4,9.9,12.2,7.8,7.5,13.9,8.0,2.4,Hood
"King County, Texas: Summary level: 050, state:48> county:269",51.8,48.2,99.1,0.0,0.0,0.0,0.0,16.7,83.3,91,0.0,3.3,0.0,14.3,26.4,16.5,14.3,19.8,0.0,5.5,3.8,2.51,85.5,18.2,62.6,37.4,228,73.2,14.5,71.3,77.2,0.9,10.1,9.2,10.1,20.2,5.7,7.9,6.6,0.0,King
"Cherokee County, Texas: Summary level: 050, state:48> county:073",51.3,48.7,81.4,13.6,0.6,0.4,0.1,22.8,61.0,17940,6.6,6.4,13.2,11.2,16.4,19.7,10.1,9.6,4.6,2.2,14.5,2.73,79.3,16.9,28.1,71.9,51903,74.5,16.9,50.7,53.6,6.5,11.7,11.8,12.5,5.6,6.6,9.8,5.1,2.0,Cherokee
"Delta County, Texas: Summary level: 050, state:48> county:119",48.5,51.5,87.7,7.5,0.3,0.7,0.0,7.3,81.2,2015,7.8,6.7,8.4,15.3,14.3,14.8,13.9,11.4,4.2,3.1,16.9,2.56,85.6,21.3,25.7,74.3,5215,76.6,20.0,49.6,52.4,4.6,9.9,10.4,12.4,7.7,8.0,11.8,5.6,2.6,Delta
"Jones County, Texas: Summary level: 050, state:48> county:253",62.9,37.1,67.5,14.8,0.8,0.4,0.0,27.4,53.4,5593,6.8,7.0,9.6,12.9,16.7,17.2,11.9,11.2,4.2,2.6,9.8,2.26,78.4,11.5,26.7,73.3,19891,82.4,14.9,29.0,30.2,6.9,18.4,15.0,13.9,7.1,4.7,8.7,4.7,1.6,Jones
"Jim Wells County, Texas: Summary level: 050, state:48> county:249",49.0,51.0,95.5,0.6,0.1,0.6,0.2,80.3,18.0,13043,12.1,6.4,14.2,11.5,10.1,16.3,12.1,10.5,4.0,2.8,16.3,3.13,74.6,12.7,31.6,68.4,41192,71.9,14.6,52.6,55.5,6.3,12.9,12.4,11.5,5.4,5.9,8.3,4.8,1.5,Jim
"Dallam County, Texas: Summary level: 050, state:48> county:111",52.4,47.6,91.6,0.9,1.2,1.5,0.0,45.0,50.5,2404,3.1,3.2,11.8,12.5,19.1,20.8,10.4,10.9,4.9,3.2,8.0,2.99,69.2,13.6,37.0,63.0,7243,68.5,10.4,69.8,72.6,4.1,15.8,9.4,14.2,6.3,4.5,5.8,3.5,1.0,Dallam
"Fort Bend County, Texas: Summary level: 050, state:48> county:157",49.1,50.9,52.1,20.6,0.3,19.9,0.0,24.3,33.7,230381,3.1,1.8,4.8,5.4,8.5,15.5,12.8,20.5,11.7,15.9,6.2,3.18,90.2,46.1,22.3,77.7,739342,72.2,10.1,63.3,66.8,5.8,12.3,15.3,14.1,6.4,5.6,6.7,2.5,0.9,Fort
"Irion County, Texas: Summary level: 050, state:48> county:235",54.9,45.1,82.6,3.5,0.0,0.0,0.0,24.5,71.3,634,7.4,8.2,6.0,14.7,9.3,16.4,12.1,14.7,5.8,5.4,8.4,2.4,92.8,16.9,21.3,78.7,1524,76.6,19.0,53.6,57.3,5.7,8.0,9.2,14.0,6.8,9.1,9.5,6.2,3.3,Irion
"Willacy County, Texas: Summary level: 050, state:48> county:489",53.7,46.3,96.0,0.7,0.6,0.0,0.0,88.1,11.1,5810,16.7,11.7,15.4,10.5,13.1,14.0,8.8,6.5,2.2,1.1,33.6,3.48,65.9,10.1,25.2,74.8,21754,75.6,13.4,41.2,48.7,9.2,15.0,13.9,10.4,4.7,5.2,7.4,4.5,1.4,Willacy
"Dawson County, Texas: Summary level: 050, state:48> county:115",55.8,44.2,77.6,6.3,1.2,0.0,0.0,57.1,35.7,4322,9.1,7.5,18.9,8.6,14.1,14.0,10.2,12.0,2.5,3.2,17.6,2.58,72.7,12.5,28.7,71.3,12964,75.6,14.3,47.5,50.3,9.9,16.6,12.6,10.3,5.5,4.6,7.5,4.7,2.0,Dawson
"Burleson County, Texas: Summary level: 050, state:48> county:051",50.3,49.7,80.0,12.6,0.3,0.2,0.0,20.5,65.0,6754,6.5,5.1,9.2,8.2,14.3,20.7,14.7,13.7,4.6,3.1,7.9,2.62,82.5,17.1,20.2,79.8,17863,77.6,20.3,53.9,57.4,5.8,11.1,11.2,11.8,7.2,7.8,11.8,6.3,2.3,Burleson
"Nueces County, Texas: Summary level: 050, state:48> county:355",49.4,50.6,89.9,3.8,0.5,2.0,0.1,63.4,29.9,128926,6.9,5.4,10.2,10.0,13.1,18.1,12.6,14.1,5.0,4.5,12.5,2.73,82.4,21.5,42.2,57.8,360486,75.0,13.7,58.9,62.6,7.3,14.6,12.5,12.1,6.3,5.8,8.0,4.2,1.5,Nueces
"Rains County, Texas: Summary level: 050, state:48> county:379",51.1,48.9,90.4,2.8,0.6,0.1,0.0,8.9,85.5,4331,7.9,3.2,12.3,11.5,15.2,15.8,18.4,7.9,4.2,3.5,5.8,2.63,84.8,11.7,21.3,78.7,11473,79.9,24.6,49.9,52.6,4.4,9.8,10.8,12.5,9.5,6.7,15.4,8.0,1.2,Rains
"Real County, Texas: Summary level: 050, state:48> county:385",42.1,57.9,99.0,0.1,0.0,0.1,0.0,19.8,79.9,1227,13.8,6.8,17.6,12.0,17.6,14.2,8.8,5.2,2.7,1.4,8.5,2.67,84.7,20.6,18.5,81.5,3389,79.8,33.0,45.7,46.3,5.6,7.4,7.7,6.9,8.9,8.1,15.6,14.0,3.3,Real
"Sterling County, Texas: Summary level: 050, state:48> county:431",54.5,45.5,90.9,0.3,0.0,0.0,0.0,45.2,53.1,462,1.7,3.2,6.5,10.6,21.0,31.2,6.9,12.8,4.3,1.7,2.6,2.39,85.9,15.9,13.9,86.1,1141,71.3,13.9,65.8,66.8,2.1,9.3,9.6,18.0,13.8,4.0,8.8,3.6,1.6,Sterling
"Carson County, Texas: Summary level: 050, state:48> county:065",46.8,53.2,94.7,1.3,1.3,0.5,0.0,9.9,86.0,2247,3.7,2.8,10.4,8.4,9.9,19.2,14.4,18.6,5.2,7.3,5.0,2.66,93.6,30.4,16.6,83.4,6032,74.5,17.5,61.7,63.1,4.6,11.7,11.7,12.3,7.1,6.5,9.9,5.6,2.1,Carson
"Freestone County, Texas: Summary level: 050, state:48> county:161",51.6,48.4,81.0,15.9,0.1,0.7,0.0,15.1,67.1,6865,5.4,7.2,14.0,12.1,12.4,15.4,11.0,15.1,4.7,2.8,12.6,2.63,82.2,13.0,24.8,75.2,19709,76.9,19.2,46.1,48.8,4.8,13.4,12.5,11.9,7.2,6.1,10.8,6.3,2.1,Freestone
"Hardeman County, Texas: Summary level: 050, state:48> county:197",49.0,51.0,86.3,7.1,1.0,0.0,0.0,21.5,68.1,1519,4.6,9.2,19.8,8.4,12.3,20.5,11.8,9.5,0.8,3.0,8.7,2.58,79.0,14.5,26.8,73.2,3952,76.8,20.2,53.7,57.9,6.0,11.8,10.1,13.4,5.7,7.6,11.6,5.5,3.1,Hardeman
