,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Menard County, Texas: Summary level: 050, state:48> county:327",53.2,46.8,81.9,1.3,1.6,0.0,0.0,39.4,56.3,936,8.0,9.3,21.4,7.9,17.2,14.4,12.1,5.6,0.9,3.3,9.6,2.25,78.9,15.1,36.0,64.0,2163,76.3,22.5,49.3,53.9,3.9,14.6,9.3,14.2,4.8,6.1,13.5,5.3,3.7,Menard
"Fayette County, Texas: Summary level: 050, state:48> county:149",49.3,50.7,90.2,6.4,0.0,0.7,0.0,19.9,72.4,9553,7.0,7.7,10.6,10.1,13.6,18.5,12.7,12.5,2.6,4.8,6.3,2.55,81.7,17.1,22.4,77.6,24909,78.9,23.7,56.5,57.5,4.9,8.8,9.8,13.5,8.8,6.9,13.0,7.0,3.6,Fayette
"Williamson County, Texas: Summary level: 050, state:48> county:491",49.2,50.8,81.6,6.3,0.3,5.8,0.0,23.8,61.7,165425,3.1,2.1,6.1,7.5,11.7,18.8,16.0,20.1,8.3,6.3,4.9,2.94,92.9,39.4,31.4,68.6,490619,72.9,10.9,65.6,69.3,5.5,14.0,16.4,13.6,5.4,4.7,6.8,3.0,1.1,Williamson
"Hutchinson County, Texas: Summary level: 050, state:48> county:233",49.8,50.2,88.9,2.3,1.2,0.6,0.1,22.2,71.7,7910,7.6,7.9,11.7,9.1,13.5,18.5,11.7,11.6,5.3,3.0,12.3,2.74,84.9,15.3,23.4,76.6,21782,73.7,14.8,56.3,59.2,6.4,12.1,12.6,12.2,7.0,6.3,8.1,5.0,1.7,Hutchinson
"Morris County, Texas: Summary level: 050, state:48> county:343",48.0,52.0,69.4,24.2,0.1,0.1,0.1,8.8,65.6,5015,9.9,7.3,12.2,16.8,15.7,15.6,10.3,7.8,2.5,2.0,14.9,2.49,86.9,16.5,26.2,73.8,12653,77.2,19.8,47.0,54.0,4.9,11.6,11.2,11.7,7.1,8.4,10.1,6.7,2.9,Morris
"Orange County, Texas: Summary level: 050, state:48> county:361",49.5,50.5,87.9,8.1,0.4,1.1,0.0,6.8,81.8,32269,7.2,6.6,9.9,11.1,13.8,19.2,11.3,13.8,4.6,2.5,11.3,2.57,89.2,15.2,24.9,75.1,83751,75.2,15.0,55.1,59.6,6.4,12.4,12.4,13.7,7.0,6.1,8.6,4.7,1.7,Orange
"Winkler County, Texas: Summary level: 050, state:48> county:495",51.3,48.7,88.9,3.9,0.1,0.3,0.0,58.5,37.8,2623,8.8,6.2,9.6,11.2,12.0,18.3,13.1,14.9,4.0,1.9,14.8,2.91,68.1,10.3,21.9,78.1,7723,70.1,11.1,57.0,59.5,7.5,13.4,12.0,13.1,5.9,4.3,6.0,2.8,2.3,Winkler
"Harris County, Texas: Summary level: 050, state:48> county:201",49.7,50.3,63.3,18.9,0.4,6.7,0.1,41.8,31.2,1536259,6.5,4.7,10.4,10.3,13.3,17.3,11.2,13.3,5.8,7.2,14.4,2.86,80.2,30.1,45.5,54.5,4434257,72.8,9.2,63.5,68.3,7.2,16.2,14.3,12.7,5.8,4.8,5.7,2.6,1.0,Harris
"Burnet County, Texas: Summary level: 050, state:48> county:053",49.4,50.6,93.8,1.8,0.7,0.7,0.0,21.5,74.5,16299,4.0,5.7,13.0,9.9,15.2,19.2,13.5,12.0,3.3,4.3,9.0,2.71,86.1,23.0,25.6,74.4,44584,78.2,21.2,53.3,55.9,6.3,9.3,11.8,12.4,7.3,7.7,12.3,6.8,2.2,Burnet
"Gillespie County, Texas: Summary level: 050, state:48> county:171",48.8,51.2,94.1,0.2,1.3,0.3,0.0,21.8,76.3,10498,5.3,3.9,12.8,11.3,12.0,18.6,12.3,13.7,5.7,4.4,8.3,2.41,89.3,34.1,23.0,77.0,25732,80.2,28.4,53.0,56.4,3.6,7.5,10.0,11.8,7.0,8.6,14.7,9.6,4.2,Gillespie
"Dallas County, Texas: Summary level: 050, state:48> county:113",49.3,50.7,60.8,22.4,0.3,5.8,0.1,39.3,30.8,894542,6.8,5.0,10.9,11.3,14.6,18.1,11.2,11.7,4.7,5.8,15.2,2.77,78.0,29.7,49.4,50.6,2513054,73.1,9.7,64.0,68.6,7.2,16.1,14.1,13.0,5.7,4.7,5.7,2.8,1.2,Dallas
"McMullen County, Texas: Summary level: 050, state:48> county:311",54.4,45.6,94.8,0.0,0.9,0.0,0.0,48.1,51.0,233,7.3,2.1,3.9,12.9,22.3,21.9,12.9,3.4,5.2,8.2,6.9,2.88,81.4,16.2,25.3,74.7,671,75.6,28.0,53.4,63.0,4.9,18.3,10.0,5.2,6.4,2.7,17.4,6.6,4.0,McMullen
"Young County, Texas: Summary level: 050, state:48> county:503",49.2,50.8,94.5,1.3,0.8,0.5,0.0,17.7,79.1,7146,6.6,5.9,12.2,12.7,14.4,16.8,12.2,13.7,4.2,1.4,10.6,2.52,81.6,18.6,20.9,79.1,18275,75.9,19.4,59.9,62.4,4.4,10.3,11.3,12.9,7.9,6.4,10.1,6.3,3.0,Young
"Johnson County, Texas: Summary level: 050, state:48> county:251",49.8,50.2,91.7,2.5,0.6,0.8,0.4,19.8,74.3,53880,5.0,3.9,9.5,8.5,14.6,20.4,14.5,15.6,5.0,3.1,9.2,2.87,83.8,17.7,26.3,73.7,157544,73.6,13.2,58.3,62.2,6.2,12.6,13.0,14.0,6.8,5.3,8.1,3.7,1.3,Johnson
"Hopkins County, Texas: Summary level: 050, state:48> county:223",49.1,50.9,84.2,6.8,0.4,0.7,0.0,16.0,74.4,13259,8.1,5.6,13.0,13.0,14.2,20.2,10.0,10.1,3.0,2.8,15.9,2.67,82.4,17.1,28.7,71.3,35844,74.8,17.5,55.2,58.7,5.8,11.7,11.7,13.2,7.0,5.5,9.9,6.0,1.7,Hopkins
"Ochiltree County, Texas: Summary level: 050, state:48> county:357",51.0,49.0,86.8,0.2,1.6,0.2,0.0,52.2,45.4,3587,4.5,5.2,11.3,13.2,15.7,15.9,12.7,14.7,3.0,3.8,11.8,2.93,75.9,16.4,28.9,71.1,10577,67.9,10.0,64.7,67.9,5.9,12.7,13.3,12.0,6.0,4.4,5.8,3.5,0.6,Ochiltree
"Knox County, Texas: Summary level: 050, state:48> county:275",50.9,49.1,86.7,7.1,0.7,0.1,0.0,32.4,60.4,1374,8.5,8.2,12.6,11.7,18.0,20.5,10.8,6.8,2.3,0.7,13.7,2.66,80.1,18.3,25.3,74.7,3807,73.7,20.4,51.3,54.2,5.7,10.1,11.1,11.3,7.0,5.9,9.6,8.6,2.2,Knox
"McLennan County, Texas: Summary level: 050, state:48> county:309",48.8,51.2,76.9,14.4,0.4,1.6,0.0,25.1,57.3,87185,9.5,6.4,13.0,12.5,13.4,16.9,11.5,10.6,3.1,2.9,13.3,2.68,83.8,22.2,41.8,58.2,243394,75.1,13.4,57.9,61.4,10.7,12.7,11.1,11.7,6.0,5.2,7.3,4.2,1.9,McLennan
"Concho County, Texas: Summary level: 050, state:48> county:095",68.8,31.2,93.7,0.7,0.0,0.8,0.0,55.5,42.8,790,8.6,7.7,11.9,9.4,14.8,18.1,13.2,9.9,2.9,3.5,11.4,3.49,61.4,11.5,26.3,73.7,4142,86.8,15.9,28.9,29.5,5.0,14.2,18.4,15.1,4.7,6.7,8.8,4.5,2.6,Concho
"Edwards County, Texas: Summary level: 050, state:48> county:137",46.1,53.9,98.2,0.1,0.0,0.0,0.0,54.2,45.6,718,11.1,8.4,9.2,17.7,11.3,18.5,12.5,8.9,1.1,1.3,4.6,2.81,75.1,24.0,11.4,88.6,2028,83.6,27.1,55.3,57.6,9.6,5.1,12.7,12.7,5.6,8.5,18.3,7.5,1.3,Edwards
"Eastland County, Texas: Summary level: 050, state:48> county:133",49.6,50.4,93.4,2.1,0.2,0.3,0.0,15.6,80.2,6752,12.7,7.7,19.0,11.2,17.5,17.0,4.5,6.4,1.5,2.6,14.5,2.56,82.8,14.6,26.7,73.3,18252,78.7,21.2,46.2,48.6,6.9,9.9,9.7,12.9,6.2,7.5,11.3,7.1,2.8,Eastland
"Jeff Davis County, Texas: Summary level: 050, state:48> county:243",47.5,52.5,96.5,0.5,0.6,0.8,0.0,35.9,62.1,1013,8.4,5.0,14.5,6.9,14.9,23.6,10.8,12.2,2.2,1.5,1.4,2.13,80.6,38.4,24.2,75.8,2221,81.3,31.5,50.2,52.7,1.6,8.1,10.2,12.7,5.7,10.3,22.9,7.6,1.0,Jeff
"Jim Hogg County, Texas: Summary level: 050, state:48> county:247",49.9,50.1,97.6,0.0,0.0,0.0,0.0,90.1,9.7,1592,11.1,12.8,15.1,11.4,15.1,11.1,10.7,10.0,0.5,2.2,21.3,3.26,74.9,11.1,23.7,76.3,5218,71.6,19.0,39.9,49.0,7.1,11.0,11.7,7.6,5.4,8.2,12.1,5.8,1.1,Jim
"Montgomery County, Texas: Summary level: 050, state:48> county:339",49.5,50.5,86.4,4.4,0.4,2.6,0.1,22.4,68.7,179587,4.1,3.3,7.9,8.7,11.2,17.5,12.8,15.8,7.9,10.8,8.3,2.87,86.8,33.0,28.3,71.7,518849,73.2,12.1,60.2,63.7,5.9,12.6,13.8,14.1,6.6,5.7,7.6,3.3,1.2,Montgomery
"Dimmit County, Texas: Summary level: 050, state:48> county:127",48.4,51.6,93.3,0.3,0.1,0.2,0.0,86.1,13.5,3457,11.7,10.2,18.4,10.2,12.8,17.2,7.6,6.1,2.3,3.3,18.7,3.1,66.6,10.5,27.0,73.0,10842,70.1,14.4,49.3,56.6,4.8,11.4,11.8,11.5,4.5,7.0,7.8,3.8,2.8,Dimmit
"Webb County, Texas: Summary level: 050, state:48> county:479",48.7,51.3,94.8,0.4,0.2,0.5,0.0,95.5,3.5,71092,13.6,7.9,12.6,12.0,13.4,16.8,9.4,9.4,2.5,2.4,28.1,3.7,65.7,17.5,36.6,63.4,266006,65.8,8.6,54.1,57.5,8.0,13.4,13.3,11.0,4.3,3.8,5.0,2.5,1.1,Webb
"Armstrong County, Texas: Summary level: 050, state:48> county:011",50.9,49.1,92.6,1.4,1.2,0.0,0.0,12.7,83.7,702,3.8,5.4,8.3,10.0,10.1,22.4,11.8,19.7,7.4,1.1,6.6,2.63,89.8,23.1,20.1,79.9,1913,77.4,21.9,60.1,61.1,4.2,8.1,10.9,15.6,8.2,6.4,12.1,7.0,2.9,Armstrong
"Castro County, Texas: Summary level: 050, state:48> county:069",50.8,49.2,89.4,0.8,0.3,0.6,0.0,62.9,34.0,2490,6.7,4.9,13.9,14.9,19.5,15.6,11.9,8.5,2.7,1.2,12.4,3.12,70.5,13.1,33.4,66.6,7875,69.8,13.9,56.8,59.7,7.6,10.2,11.9,11.6,5.6,6.6,6.3,6.5,1.1,Castro
"Kleberg County, Texas: Summary level: 050, state:48> county:273",51.7,48.3,86.3,3.9,0.5,2.0,0.0,71.9,21.5,10777,13.6,6.2,12.1,10.3,16.4,14.2,11.1,10.5,3.7,1.9,15.3,2.77,77.4,25.3,45.3,54.7,31877,75.5,12.7,55.9,62.4,14.7,13.9,10.1,9.3,4.8,4.6,7.4,4.2,1.1,Kleberg
"Cooke County, Texas: Summary level: 050, state:48> county:097",49.6,50.4,92.6,2.6,0.6,0.8,0.1,16.9,76.9,14896,4.9,4.8,11.3,11.9,12.8,17.7,13.7,14.7,4.4,3.8,11.0,2.56,86.1,21.6,30.1,69.9,38878,75.8,17.3,60.2,64.3,6.7,11.5,10.6,13.3,6.7,7.4,10.0,5.3,2.1,Cooke
"Crosby County, Texas: Summary level: 050, state:48> county:107",48.6,51.4,91.0,4.0,0.0,0.0,0.2,54.3,41.0,2110,7.6,7.0,14.5,13.2,21.3,16.8,9.3,6.8,1.7,1.8,15.9,2.8,72.3,12.1,32.3,67.7,5987,72.5,18.6,55.1,60.8,5.8,10.3,11.6,11.2,6.6,5.7,10.4,6.1,2.2,Crosby
"Fisher County, Texas: Summary level: 050, state:48> county:151",47.0,53.0,89.8,3.6,0.7,0.4,0.1,31.3,64.3,1650,6.3,9.2,10.4,14.5,18.9,19.3,10.2,8.5,1.2,1.4,14.7,2.31,82.8,18.4,27.2,72.8,3847,79.4,23.2,53.7,57.6,6.2,12.1,11.0,9.4,8.6,6.3,12.3,8.3,2.6,Fisher
"Duval County, Texas: Summary level: 050, state:48> county:131",51.1,48.9,85.1,1.3,0.7,0.3,0.0,89.1,9.0,3892,13.1,7.5,19.4,12.4,13.6,14.4,5.5,6.2,5.4,2.3,20.6,2.83,67.1,8.9,32.2,67.8,11510,75.6,17.6,45.1,51.0,7.6,13.0,12.3,12.1,6.4,3.9,9.7,6.4,1.5,Duval
"Blanco County, Texas: Summary level: 050, state:48> county:031",50.4,49.6,92.2,0.7,1.4,0.7,0.0,18.9,78.0,4174,5.0,3.2,12.2,11.3,14.2,17.4,13.3,12.9,5.6,5.0,5.7,2.59,89.9,28.8,24.7,75.3,10918,80.9,21.5,53.0,56.4,4.1,8.2,11.0,15.3,6.8,11.7,13.5,6.6,1.5,Blanco
"Jasper County, Texas: Summary level: 050, state:48> county:241",48.8,51.2,78.7,16.6,0.3,0.7,0.1,6.5,74.6,11910,8.5,7.6,14.8,10.6,12.7,18.6,12.1,11.4,2.2,1.5,10.8,2.91,86.8,10.6,24.4,75.6,35640,75.7,17.9,45.3,50.5,5.8,11.0,11.6,13.3,7.7,6.0,10.4,5.4,2.0,Jasper
"Jefferson County, Texas: Summary level: 050, state:48> county:245",51.1,48.9,58.4,33.9,0.4,3.5,0.0,19.0,42.3,94097,10.7,6.5,12.6,10.7,13.8,17.2,9.8,11.5,3.9,3.4,15.9,2.52,83.3,18.8,37.6,62.4,252993,76.2,13.4,52.5,56.6,7.5,14.6,12.5,13.3,6.7,5.7,7.2,4.3,1.8,Jefferson
"Kinney County, Texas: Summary level: 050, state:48> county:271",59.0,41.0,97.8,0.1,0.1,0.0,0.0,62.5,37.4,1139,9.2,10.4,18.1,12.9,13.2,15.5,10.6,7.0,2.1,1.0,11.2,2.82,67.2,13.2,20.0,80.0,3578,80.3,17.4,40.1,46.8,5.4,12.1,11.0,15.9,9.2,6.1,9.9,4.0,3.5,Kinney
"Oldham County, Texas: Summary level: 050, state:48> county:359",52.3,47.7,88.6,5.8,0.1,0.1,0.0,16.2,73.4,616,4.9,4.7,12.7,9.4,16.6,18.3,9.6,8.6,8.6,6.7,9.1,2.59,84.8,25.9,24.4,75.6,2069,66.0,15.7,48.2,51.0,5.9,9.8,10.5,9.7,7.2,4.8,9.4,5.1,1.2,Oldham
"Lamb County, Texas: Summary level: 050, state:48> county:279",50.7,49.3,87.8,5.0,0.3,0.5,0.0,54.0,40.7,4817,8.7,7.5,13.8,12.6,17.2,19.5,8.2,8.1,2.0,2.5,17.5,2.77,74.2,17.4,29.7,70.3,13561,71.7,16.4,57.3,60.1,6.0,11.7,10.8,12.2,6.2,5.7,8.1,6.1,2.2,Lamb
"Lipscomb County, Texas: Summary level: 050, state:48> county:295",54.1,45.9,85.7,0.5,0.8,0.4,0.1,29.2,67.4,1235,4.2,6.3,7.6,11.2,11.7,20.3,14.2,15.1,5.7,3.8,7.8,2.8,80.1,17.7,24.9,75.1,3507,72.8,14.1,61.0,64.8,4.6,15.5,9.7,13.0,6.7,6.0,6.6,5.1,2.4,Lipscomb
"McCulloch County, Texas: Summary level: 050, state:48> county:307",50.7,49.3,82.5,2.4,3.4,0.0,0.0,31.0,63.2,3101,6.9,9.2,15.8,12.6,14.1,16.6,10.8,10.2,1.8,2.0,12.3,2.61,77.5,16.1,25.5,74.5,8242,76.0,21.7,54.6,57.0,3.8,10.7,11.8,12.7,5.4,8.4,12.9,6.8,2.0,McCulloch
"Mason County, Texas: Summary level: 050, state:48> county:319",51.6,48.4,89.7,0.0,0.6,2.7,0.0,24.9,71.6,1688,10.1,5.6,11.6,13.1,22.0,12.3,11.2,5.9,4.7,3.6,10.7,2.4,89.1,23.7,23.8,76.2,4064,80.7,26.1,62.6,65.5,4.3,11.3,7.3,15.5,9.6,6.4,17.9,7.0,1.2,Mason
"Dickens County, Texas: Summary level: 050, state:48> county:125",51.9,48.1,89.8,4.2,1.0,0.0,0.0,27.9,67.5,869,9.9,9.0,15.1,7.8,16.3,19.6,11.5,6.7,2.2,2.0,16.4,2.37,78.5,14.3,27.4,72.6,2237,79.3,22.4,40.5,45.9,3.9,8.7,17.6,10.6,7.2,6.4,13.1,8.0,1.2,Dickens
"Lee County, Texas: Summary level: 050, state:48> county:287",50.5,49.5,80.1,11.5,0.0,0.5,0.0,23.1,63.9,6014,7.3,7.5,10.8,9.9,11.3,17.9,14.4,13.3,3.8,3.7,10.5,2.7,82.3,17.0,24.4,75.6,16754,77.0,16.9,56.7,60.3,5.5,9.7,12.3,13.4,7.2,7.9,9.6,5.3,2.0,Lee
"Tarrant County, Texas: Summary level: 050, state:48> county:439",49.0,51.0,69.8,15.6,0.4,5.0,0.2,27.8,49.2,682967,5.6,4.0,9.2,9.8,12.8,19.1,12.9,14.7,5.8,6.1,10.9,2.82,85.2,30.7,39.6,60.4,1947529,72.9,10.2,64.2,68.3,6.8,14.8,13.9,13.7,6.0,4.9,6.1,2.9,1.1,Tarrant
"Anderson County, Texas: Summary level: 050, state:48> county:001",61.2,38.8,73.8,21.3,0.5,0.6,0.0,17.0,60.0,16572,6.2,8.3,13.6,13.6,15.2,18.7,11.0,8.0,3.1,2.4,13.7,2.68,80.2,11.8,28.2,71.8,57772,80.6,13.7,40.9,42.8,6.2,15.6,16.8,14.3,6.0,5.9,8.1,4.2,1.4,Anderson
"Ellis County, Texas: Summary level: 050, state:48> county:139",49.3,50.7,81.4,9.4,1.2,0.7,0.0,25.0,63.4,53803,4.7,4.1,7.4,8.7,12.9,20.1,14.7,16.4,6.5,4.6,8.5,2.94,84.6,21.9,27.8,72.2,160225,72.8,11.8,62.7,66.3,6.5,12.4,13.3,14.0,6.4,5.7,7.3,3.3,1.2,Ellis
"Jackson County, Texas: Summary level: 050, state:48> county:239",49.0,51.0,87.1,7.3,0.1,0.2,0.1,31.6,60.0,5164,8.0,4.3,9.6,7.7,13.9,19.4,17.6,11.4,4.1,3.9,8.8,2.79,84.1,17.3,27.9,72.1,14678,74.2,16.4,57.4,60.5,5.1,12.0,12.2,12.3,7.7,6.1,8.7,5.3,2.4,Jackson
"Kerr County, Texas: Summary level: 050, state:48> county:265",48.2,51.8,92.0,1.5,0.7,0.9,0.1,25.7,70.3,20476,6.0,6.0,13.8,12.9,16.2,18.4,12.1,8.1,3.5,3.1,13.5,2.38,86.6,26.2,30.9,69.1,50505,80.5,26.6,49.7,54.2,5.9,9.9,8.9,12.1,7.4,7.3,13.9,8.7,4.0,Kerr
"Milam County, Texas: Summary level: 050, state:48> county:331",49.8,50.2,82.7,8.5,0.4,0.5,0.0,25.3,63.6,9423,6.9,9.7,13.1,14.2,15.1,16.0,9.7,11.0,2.7,1.6,12.2,2.54,80.3,15.7,33.3,66.7,24372,75.1,19.5,48.9,54.1,5.8,10.1,10.4,13.2,6.5,7.4,11.0,6.0,2.5,Milam
"Comanche County, Texas: Summary level: 050, state:48> county:093",49.7,50.3,95.4,1.4,0.3,0.3,0.0,26.9,70.9,5079,10.2,7.5,13.3,13.3,17.3,17.2,10.2,7.8,1.8,1.3,15.0,2.62,79.9,17.0,21.5,78.5,13506,77.3,23.5,49.9,52.6,5.2,8.9,10.8,12.4,6.0,7.6,13.3,6.7,3.4,Comanche
"Falls County, Texas: Summary level: 050, state:48> county:145",47.7,52.3,71.8,24.4,0.2,0.2,0.1,22.5,51.7,5447,13.8,7.7,13.2,11.2,14.8,19.0,9.5,7.5,2.6,0.8,18.4,2.84,75.7,11.9,27.8,72.2,17265,78.7,16.6,41.9,44.7,7.2,13.4,11.8,14.0,6.6,6.3,8.9,5.2,2.5,Falls
"Brooks County, Texas: Summary level: 050, state:48> county:047",51.4,48.6,87.0,0.1,1.0,0.0,0.0,94.5,5.3,2031,20.1,10.8,19.3,9.6,10.4,12.6,7.8,8.1,0.6,0.8,34.6,3.34,70.4,14.6,34.2,65.8,7217,75.8,15.7,46.7,53.7,13.9,13.3,11.3,10.8,2.9,4.5,8.8,6.0,0.9,Brooks
"Austin County, Texas: Summary level: 050, state:48> county:015",49.3,50.7,82.9,8.7,0.0,0.1,0.0,25.5,63.8,11222,6.6,4.7,12.0,10.9,10.8,15.5,14.0,16.2,5.8,3.6,11.2,2.57,82.4,21.0,26.4,73.6,29107,75.5,17.8,58.5,62.1,6.2,10.2,12.0,13.3,7.6,6.6,10.8,5.1,1.8,Austin
"Kenedy County, Texas: Summary level: 050, state:48> county:261",53.2,46.8,97.3,0.0,0.0,0.2,0.0,71.1,28.7,170,12.4,5.3,35.9,6.5,11.8,14.7,4.1,9.4,0.0,0.0,16.1,3.26,57.6,11.5,62.9,37.1,558,72.4,15.8,44.6,44.6,7.2,13.4,8.6,15.1,7.2,2.5,10.0,3.4,2.3,Kenedy
"Colorado County, Texas: Summary level: 050, state:48> county:089",49.6,50.4,74.9,13.8,0.5,0.1,0.0,28.2,57.7,7624,8.1,6.3,10.6,11.6,19.0,13.7,12.3,11.5,4.0,3.1,9.9,2.68,81.8,18.4,18.5,81.5,20792,76.9,20.4,54.8,56.7,5.7,9.7,9.9,13.6,6.0,9.2,10.7,6.2,3.5,Colorado
"San Patricio County, Texas: Summary level: 050, state:48> county:409",50.1,49.9,92.1,1.9,0.6,1.0,0.0,56.1,40.1,23237,6.6,4.5,10.7,9.9,15.2,20.7,12.2,13.0,5.0,2.2,11.8,2.84,78.1,14.5,31.7,68.3,66706,72.7,14.1,57.9,61.2,6.7,12.9,12.1,12.6,6.5,5.0,8.4,4.3,1.4,San
"Randall County, Texas: Summary level: 050, state:48> county:381",49.1,50.9,90.5,2.8,0.6,1.6,0.1,19.4,74.3,48893,5.0,3.1,8.6,9.2,13.1,19.6,14.2,17.3,5.7,4.2,6.8,2.58,91.1,30.4,31.2,68.8,128603,75.6,13.4,66.6,68.9,7.3,14.6,12.5,12.2,6.6,5.7,7.8,4.1,1.6,Randall
"San Saba County, Texas: Summary level: 050, state:48> county:411",52.3,47.7,89.6,3.4,0.0,0.3,0.0,29.2,66.0,2110,10.8,7.6,14.0,11.2,17.4,20.8,7.7,7.2,1.9,1.4,10.0,2.45,74.5,14.5,32.6,67.4,5881,79.6,21.8,48.5,50.4,7.3,13.5,11.4,10.7,6.7,6.9,12.5,7.5,1.7,San
"Schleicher County, Texas: Summary level: 050, state:48> county:413",50.9,49.1,68.4,0.3,0.0,0.2,0.0,51.0,48.5,1091,12.7,3.3,7.6,7.9,9.2,23.2,17.2,9.9,4.1,4.9,9.3,2.91,76.3,19.1,22.5,77.5,3171,71.0,15.3,64.4,67.5,5.7,9.6,14.3,10.0,5.7,6.8,9.8,4.4,1.2,Schleicher
"Zavala County, Texas: Summary level: 050, state:48> county:507",50.3,49.7,89.8,0.6,0.1,0.0,0.0,93.3,5.8,3638,21.5,12.3,15.1,9.1,14.8,12.4,6.5,7.2,0.2,0.8,31.6,3.26,59.2,9.1,31.6,68.4,12107,69.5,12.5,48.0,54.5,8.9,11.9,11.6,10.4,5.2,5.6,6.8,4.2,1.4,Zavala
"Calhoun County, Texas: Summary level: 050, state:48> county:057",50.6,49.4,86.4,2.8,0.0,4.7,0.2,47.8,43.7,7800,8.2,3.5,10.4,11.2,13.6,19.2,11.5,17.3,2.3,2.8,14.4,2.76,80.5,15.4,30.8,69.2,21805,74.5,16.0,57.9,61.7,5.3,12.8,11.3,13.4,6.8,6.1,9.1,4.9,1.9,Calhoun
"Foard County, Texas: Summary level: 050, state:48> county:155",48.6,51.4,88.7,2.0,0.0,0.0,0.0,16.4,81.7,526,1.7,7.4,16.9,13.9,13.3,27.2,11.4,5.1,2.1,1.0,5.4,2.44,80.8,16.0,21.5,78.5,1320,80.1,29.1,49.3,54.4,4.4,6.6,10.8,14.8,4.2,6.7,14.6,10.5,3.9,Foard
"Goliad County, Texas: Summary level: 050, state:48> county:175",50.3,49.7,72.6,5.5,0.0,0.2,0.0,35.3,58.8,2798,7.3,3.8,13.6,9.0,12.8,17.3,13.4,12.9,4.4,5.5,11.2,2.63,88.8,16.0,18.0,82.0,7463,78.3,20.3,47.9,53.2,6.6,7.6,12.1,14.1,8.4,7.7,12.0,7.2,1.1,Goliad
"Hamilton County, Texas: Summary level: 050, state:48> county:193",48.8,51.2,96.2,0.7,0.6,0.3,0.0,11.5,85.8,3231,10.8,7.4,12.2,11.0,12.9,17.6,12.3,9.3,2.9,3.7,13.1,2.46,82.2,21.5,26.7,73.3,8232,79.6,26.1,50.9,53.5,5.6,8.4,10.3,12.3,7.3,7.4,13.4,8.4,4.3,Hamilton
"Mitchell County, Texas: Summary level: 050, state:48> county:335",61.7,38.3,79.2,10.8,0.5,0.8,0.0,39.2,48.4,2660,2.9,4.1,12.1,9.7,17.4,25.6,9.1,14.5,1.4,3.3,4.0,2.45,74.8,11.1,24.5,75.5,8995,80.8,14.1,40.4,42.9,10.6,17.4,14.8,11.3,6.4,4.6,8.2,3.8,2.1,Mitchell
"Titus County, Texas: Summary level: 050, state:48> county:449",49.1,50.9,73.7,9.3,0.8,0.9,0.0,41.5,47.0,10573,6.0,5.7,15.2,10.2,18.2,18.5,12.3,8.4,2.8,2.5,17.8,3.05,72.1,15.2,32.7,67.3,32592,70.8,13.3,57.9,62.0,7.4,12.0,12.4,12.2,5.5,5.0,7.7,4.1,1.5,Titus
"Lavaca County, Texas: Summary level: 050, state:48> county:285",48.4,51.6,78.1,6.8,0.0,0.4,0.0,17.7,74.6,7741,5.0,7.0,11.8,11.8,16.2,16.7,11.3,11.4,4.7,4.1,8.9,2.48,83.0,16.2,23.5,76.5,19654,76.6,22.1,57.0,59.1,5.3,9.9,10.0,13.1,6.5,7.8,11.3,7.4,3.4,Lavaca
"Terry County, Texas: Summary level: 050, state:48> county:445",53.2,46.8,87.1,5.1,0.5,0.0,0.0,53.1,41.4,4214,6.6,3.7,13.6,16.1,17.6,20.2,9.6,7.1,3.4,2.1,11.1,2.75,69.2,12.1,28.2,71.8,12724,72.9,14.5,48.1,51.7,5.8,14.3,10.9,12.7,6.5,4.5,7.7,4.6,2.1,Terry
"Wise County, Texas: Summary level: 050, state:48> county:497",50.1,49.9,94.7,1.2,0.6,0.4,0.0,18.4,78.0,21427,5.6,2.3,10.8,10.7,13.6,21.3,11.9,15.7,4.5,3.5,9.6,2.85,84.6,16.9,23.4,76.6,62089,74.7,14.2,56.2,60.2,5.8,12.4,11.9,15.0,7.5,5.6,9.1,4.0,1.2,Wise
"Matagorda County, Texas: Summary level: 050, state:48> county:321",49.4,50.6,76.8,10.6,0.3,2.1,0.2,40.7,45.4,13666,11.7,7.9,11.4,13.5,13.5,15.2,8.9,12.5,2.8,2.5,18.3,2.66,77.7,15.2,32.9,67.1,36719,73.9,15.4,57.1,60.7,6.5,11.9,10.8,13.0,6.2,7.6,8.5,5.1,1.8,Matagorda
"Pecos County, Texas: Summary level: 050, state:48> county:371",57.3,42.7,81.8,4.4,0.6,0.2,0.1,68.2,26.4,4334,6.8,7.4,9.6,10.6,13.2,20.5,11.9,15.0,3.7,1.2,6.5,3.17,68.8,9.6,28.6,71.4,15826,75.5,12.4,50.5,52.6,6.3,16.3,13.3,13.8,6.1,5.0,6.8,3.8,1.8,Pecos
