,male,female,white,black,native,asian,aapi,hispanic,non-hispanic white,income,less than 10k,10-15k,15-25,25-35,35-50,50-75k,75-100,100-150,150-200,200+,pct below PL,HH size,hs,college,rentals,owner-occupied,pop,over_18,over_65,employed,in civilian labor force,20-24,25-34,35-44,45-54,55-59,60-64,65-74,75-84,85+,County
"Brazos County, Texas: Summary level: 050, state:48> county:041",50.6,49.4,75.4,10.9,0.3,5.2,0.1,22.2,60.4,66105,18.2,6.2,13.7,9.4,12.2,15.2,9.2,9.2,3.6,3.1,15.8,2.6,84.5,39.3,52.9,47.1,185426,79.6,7.1,58.0,61.9,22.9,14.4,10.0,9.4,3.7,3.0,3.9,2.3,0.9,Brazos
"Brewster County, Texas: Summary level: 050, state:48> county:043",49.5,50.5,82.5,1.1,2.1,1.7,0.0,41.8,53.4,4151,11.5,8.0,16.0,12.5,15.2,16.4,8.4,7.7,1.7,2.6,10.5,2.11,80.2,30.4,39.4,60.6,8971,80.3,16.2,61.4,64.9,9.6,10.1,12.6,13.8,9.1,5.5,9.7,5.2,1.4,Brewster
"Briscoe County, Texas: Summary level: 050, state:48> county:045",50.3,49.7,93.4,0.6,0.1,0.9,0.1,22.6,72.3,679,9.3,10.5,15.2,15.8,15.5,18.0,12.5,2.7,0.4,0.3,14.9,2.54,81.0,15.0,19.1,80.9,1723,77.3,22.2,51.0,54.9,4.8,8.8,11.3,14.4,7.2,6.0,12.2,8.2,1.7,Briscoe
"Brooks County, Texas: Summary level: 050, state:48> county:047",47.6,52.4,73.2,0.0,0.0,0.1,0.0,92.8,6.9,2588,18.0,20.7,19.4,7.1,8.3,9.0,7.6,8.7,1.3,0.0,29.7,2.76,53.7,12.5,32.9,67.1,7349,71.9,17.3,45.3,49.3,6.5,10.2,9.3,14.3,4.4,5.5,9.6,6.0,1.6,Brooks
"Brown County, Texas: Summary level: 050, state:48> county:049",49.6,50.4,89.2,4.1,0.7,0.3,0.0,19.0,75.3,13559,11.5,7.6,14.1,12.8,15.0,19.3,10.3,6.3,1.1,2.0,12.0,2.67,81.7,15.0,27.5,72.5,38199,75.4,16.6,51.4,53.3,6.3,11.0,11.7,13.7,7.0,5.6,8.6,5.4,2.6,Brown
"Burleson County, Texas: Summary level: 050, state:48> county:051",49.9,50.1,79.5,12.2,0.1,0.5,0.1,17.5,68.5,6750,8.4,7.1,15.0,9.9,13.2,18.2,14.8,10.9,1.8,0.8,11.2,2.51,76.8,10.5,19.8,80.2,17058,76.1,16.9,54.4,58.1,4.5,10.6,14.0,13.7,8.1,5.6,9.2,5.7,1.9,Burleson
"Burnet County, Texas: Summary level: 050, state:48> county:053",48.8,51.2,93.8,1.9,0.6,0.3,0.1,19.2,77.1,16315,5.8,6.4,12.4,12.6,15.2,19.1,11.6,11.0,3.1,2.9,9.0,2.53,83.5,21.4,25.0,75.0,42215,76.6,18.0,56.8,60.0,4.4,10.7,11.9,14.9,6.9,7.1,10.2,5.7,2.1,Burnet
"Caldwell County, Texas: Summary level: 050, state:48> county:055",50.6,49.4,63.6,7.0,1.5,0.5,0.0,45.9,45.1,11408,9.2,5.6,13.9,12.9,15.4,18.3,11.8,9.7,2.0,1.2,16.0,2.95,75.6,14.3,30.8,69.2,37416,73.3,11.7,51.5,57.8,7.8,12.7,13.4,14.0,5.9,4.4,6.3,3.6,1.8,Caldwell
"Calhoun County, Texas: Summary level: 050, state:48> county:057",51.1,48.9,84.7,2.5,0.1,3.8,0.0,45.3,46.9,7971,7.5,8.3,12.1,13.8,14.9,20.4,10.0,7.8,3.5,1.7,15.7,2.6,78.2,14.7,30.4,69.6,21120,73.3,14.4,58.3,63.3,6.0,11.0,13.0,13.8,6.5,6.3,8.2,5.2,1.0,Calhoun
"Callahan County, Texas: Summary level: 050, state:48> county:059",48.9,51.1,94.5,0.5,0.2,0.3,0.0,7.5,89.3,5133,9.0,6.4,10.9,11.3,19.0,15.8,15.9,7.2,3.1,1.5,11.6,2.61,86.3,17.1,17.2,82.8,13458,76.0,17.6,56.4,59.6,5.0,9.4,13.5,14.5,7.7,5.8,10.0,6.6,1.0,Callahan
"Cameron County, Texas: Summary level: 050, state:48> county:061",48.1,51.9,89.4,0.4,0.2,0.7,0.0,87.4,11.3,113547,15.1,9.8,16.6,13.1,14.5,14.9,6.6,6.3,1.6,1.5,30.0,3.44,62.3,14.5,30.8,69.2,393566,66.6,10.9,50.3,54.3,6.7,13.1,12.6,11.3,4.6,4.2,5.9,3.8,1.2,Cameron
"Camp County, Texas: Summary level: 050, state:48> county:063",49.3,50.7,78.3,18.0,0.4,0.4,0.0,19.5,60.5,4588,13.4,5.7,11.4,18.5,15.3,19.4,6.6,6.6,1.6,1.4,14.9,2.62,74.7,14.9,33.2,66.8,12288,73.3,16.7,53.9,58.8,5.0,11.3,13.2,12.1,6.9,5.1,9.6,5.2,1.9,Camp
"Carson County, Texas: Summary level: 050, state:48> county:065",48.9,51.1,93.2,0.9,1.0,0.3,0.1,7.9,88.3,2415,4.8,5.0,13.7,7.2,12.6,26.7,13.9,10.8,3.6,1.7,4.3,2.6,87.9,23.6,14.7,85.3,6284,74.5,17.9,58.6,60.3,4.2,10.0,11.5,15.7,6.4,6.4,9.2,5.5,3.3,Carson
"Cass County, Texas: Summary level: 050, state:48> county:067",48.2,51.8,80.0,17.5,0.4,0.2,0.1,3.4,77.2,12099,11.9,10.5,14.4,11.1,16.3,16.9,9.2,6.9,1.0,1.6,16.4,2.48,82.3,12.9,27.9,72.1,30254,76.6,18.5,50.4,55.1,4.8,10.2,12.3,14.9,7.2,6.3,10.3,6.1,2.1,Cass
"Castro County, Texas: Summary level: 050, state:48> county:069",51.8,48.2,88.9,2.7,0.7,0.2,0.6,56.4,39.6,2677,8.3,8.6,17.1,15.9,17.8,17.5,7.1,5.6,1.5,0.6,16.7,2.9,68.1,14.9,23.0,77.0,7848,69.3,13.0,60.7,63.9,6.1,11.7,10.7,14.1,6.6,4.1,6.3,4.7,2.0,Castro
"Chambers County, Texas: Summary level: 050, state:48> county:071",50.5,49.5,82.0,8.9,0.6,1.1,0.0,18.3,70.8,11080,5.7,2.3,8.5,9.3,10.1,20.0,16.9,17.2,7.8,2.1,7.7,2.9,84.8,16.2,13.8,86.2,32371,71.3,9.5,61.5,65.6,5.3,12.4,15.6,14.9,6.6,4.4,5.9,2.8,0.8,Chambers
"Cherokee County, Texas: Summary level: 050, state:48> county:073",50.5,49.5,80.5,15.8,0.3,0.4,0.1,19.2,63.8,16799,11.5,7.7,14.8,13.8,16.4,17.0,9.4,6.2,2.1,1.1,18.3,2.83,74.2,11.8,25.9,74.1,50035,74.0,14.5,51.6,54.6,6.6,11.2,12.5,14.0,5.8,6.3,7.9,4.6,2.0,Cherokee
"Childress County, Texas: Summary level: 050, state:48> county:075",61.4,38.6,78.4,12.7,0.0,0.6,0.0,25.0,62.1,2177,10.0,8.1,12.8,11.3,17.7,15.5,11.4,8.4,1.2,3.6,15.4,2.43,82.1,15.7,26.9,73.1,7115,79.3,13.6,47.9,49.2,8.2,20.1,13.1,13.1,4.2,3.3,7.7,4.8,1.2,Childress
"Clay County, Texas: Summary level: 050, state:48> county:077",49.7,50.3,95.7,0.6,0.8,0.6,0.0,4.1,92.5,4451,5.0,6.4,10.9,9.0,17.2,21.6,15.1,11.2,2.0,1.7,7.4,2.45,89.2,19.3,14.0,86.0,10922,76.6,16.6,58.2,61.8,4.3,9.2,12.5,16.6,8.2,6.7,9.5,6.0,1.2,Clay
"Cochran County, Texas: Summary level: 050, state:48> county:079",48.5,51.5,74.3,5.8,2.1,0.0,0.0,50.4,42.9,1099,10.0,6.9,14.5,16.6,17.2,16.7,11.3,6.6,0.0,0.2,18.6,2.75,66.5,11.7,22.7,77.3,3155,70.6,13.8,51.4,56.1,5.7,11.9,13.3,11.9,5.1,5.5,8.0,3.1,2.7,Cochran
"Coke County, Texas: Summary level: 050, state:48> county:081",49.1,50.9,94.0,0.9,1.1,0.3,0.0,18.6,78.4,1287,9.0,5.9,19.4,13.4,12.9,26.3,7.0,4.9,0.2,0.9,8.3,2.42,86.3,11.8,26.3,73.7,3301,78.2,24.5,49.6,54.8,4.2,7.7,11.2,14.0,5.9,6.5,13.4,8.5,2.5,Coke
"Coleman County, Texas: Summary level: 050, state:48> county:083",50.7,49.3,92.5,1.9,0.3,0.3,0.0,15.1,80.0,3514,15.5,12.3,19.5,15.1,11.9,12.3,5.5,5.2,1.3,1.5,19.8,2.47,77.8,13.7,29.0,71.0,8857,77.1,21.2,44.0,46.3,7.2,7.8,10.8,13.2,7.4,7.7,11.0,7.0,3.2,Coleman
"Collin County, Texas: Summary level: 050, state:48> county:085",49.2,50.8,75.7,8.0,0.5,10.8,0.1,14.2,64.8,268042,3.2,2.3,5.7,6.9,11.1,17.2,14.7,20.5,9.3,9.1,4.8,2.74,92.8,48.3,29.2,70.8,738745,71.2,7.2,69.9,73.6,5.0,14.7,18.0,14.8,5.3,4.0,4.5,2.0,0.7,Collin
"Collingsworth County, Texas: Summary level: 050, state:48> county:087",48.5,51.5,81.8,6.9,0.5,0.2,0.0,34.6,56.7,1188,12.8,11.4,13.1,8.6,11.4,21.5,9.8,3.4,3.1,5.0,16.0,2.53,74.2,18.3,24.6,75.4,3009,71.1,20.1,57.4,59.6,6.0,10.7,9.4,12.3,4.3,5.5,9.5,7.5,3.2,Collingsworth
"Colorado County, Texas: Summary level: 050, state:48> county:089",49.4,50.6,80.7,13.9,0.3,0.5,0.1,24.3,61.1,8205,8.4,8.9,13.9,12.3,15.6,17.2,10.8,7.2,2.3,3.3,11.7,2.48,79.6,15.3,22.9,77.1,20751,76.3,19.4,55.1,57.8,6.3,9.6,11.2,14.8,8.1,4.9,10.5,5.6,3.3,Colorado
"Comal County, Texas: Summary level: 050, state:48> county:091",49.3,50.7,90.6,1.5,0.6,0.8,0.0,24.5,71.8,38984,4.5,3.6,8.1,9.8,12.0,18.4,15.7,16.7,5.4,5.8,6.0,2.59,88.6,32.6,24.1,75.9,102836,75.9,14.9,60.0,63.6,4.8,10.1,13.4,16.2,8.1,6.1,8.5,4.5,1.9,Comal
"Comanche County, Texas: Summary level: 050, state:48> county:093",48.9,51.1,89.0,0.9,0.1,0.7,0.0,24.2,74.7,5243,12.6,8.4,13.6,15.1,14.0,19.3,8.8,5.8,1.6,0.7,16.4,2.6,74.7,18.1,21.6,78.4,13863,75.6,20.4,49.1,51.7,4.8,8.8,12.5,13.0,6.2,7.2,11.2,6.9,2.3,Comanche
"Concho County, Texas: Summary level: 050, state:48> county:095",68.4,31.6,86.5,1.9,0.3,0.5,0.0,49.9,47.5,996,9.4,5.5,13.3,12.8,10.5,18.6,15.1,10.3,4.2,0.3,16.1,2.58,71.7,10.5,21.6,78.4,4047,85.1,13.5,31.8,33.1,3.5,17.0,23.2,15.1,6.8,4.6,8.5,3.6,1.4,Concho
"Cooke County, Texas: Summary level: 050, state:48> county:097",49.9,50.1,86.2,2.9,1.2,0.7,0.1,14.6,79.6,14547,7.7,6.7,10.6,11.6,14.4,20.1,14.2,9.4,2.9,2.2,11.8,2.59,81.8,19.5,29.7,70.3,38316,74.0,15.7,61.5,66.3,6.2,10.4,12.5,14.1,6.1,6.3,8.6,5.5,1.6,Cooke
"Coryell County, Texas: Summary level: 050, state:48> county:099",48.8,51.2,73.5,17.2,0.6,1.7,0.8,15.3,61.8,20762,7.5,3.7,9.5,12.3,20.4,21.8,13.7,8.2,1.8,1.1,11.4,3.21,87.6,15.4,40.5,59.5,74082,72.9,7.3,45.5,49.7,10.9,16.7,15.5,11.1,4.1,3.3,4.5,2.1,0.8,Coryell
"Cottle County, Texas: Summary level: 050, state:48> county:101",48.5,51.5,80.7,11.7,0.0,0.0,0.0,14.8,67.9,617,6.5,13.3,16.9,15.1,19.0,15.9,7.9,4.7,0.0,0.8,6.3,2.61,79.1,15.9,20.1,79.9,1618,76.8,26.2,48.2,48.9,2.7,5.2,11.7,14.2,5.6,6.2,14.5,8.7,3.0,Cottle
"Crane County, Texas: Summary level: 050, state:48> county:103",52.2,47.8,83.0,3.9,0.4,0.0,0.0,49.6,44.9,1426,8.4,3.4,12.6,10.0,14.9,20.2,17.7,10.4,1.8,0.6,13.1,2.79,72.2,13.1,24.2,75.8,4141,71.8,14.1,55.6,59.4,5.0,8.2,14.0,16.7,4.5,5.1,8.1,2.9,3.1,Crane
"Crockett County, Texas: Summary level: 050, state:48> county:105",51.9,48.1,95.5,0.0,0.0,0.0,0.0,57.7,42.3,1259,5.3,9.7,10.7,8.1,14.8,17.8,14.5,11.9,0.6,6.6,14.6,2.98,61.9,9.1,38.8,61.2,3746,69.1,14.1,62.9,69.4,4.5,14.4,15.2,8.6,4.5,4.5,5.3,6.9,1.9,Crockett
"Crosby County, Texas: Summary level: 050, state:48> county:107",48.7,51.3,84.7,3.8,0.1,0.4,0.0,50.5,44.1,2144,9.0,10.2,13.7,15.4,17.8,16.3,9.1,4.6,2.1,1.9,17.9,2.84,75.2,13.3,28.1,71.9,6207,70.4,16.4,56.4,57.9,5.2,10.9,10.4,13.1,6.5,5.6,8.6,5.1,2.7,Crosby
"Culberson County, Texas: Summary level: 050, state:48> county:109",51.8,48.2,83.9,0.0,0.4,0.0,0.0,71.7,27.9,724,17.3,7.5,9.0,15.7,25.0,11.0,1.0,4.3,1.5,7.7,19.6,3.32,61.8,13.8,23.6,76.4,2480,65.8,11.4,49.2,57.7,5.2,9.3,12.9,14.8,7.2,2.9,5.4,5.3,0.6,Culberson
"Dallam County, Texas: Summary level: 050, state:48> county:111",51.3,48.7,80.0,2.3,1.4,0.2,0.0,37.4,57.3,2154,4.2,5.2,15.5,10.0,20.2,23.7,10.5,6.4,2.1,2.3,7.1,3.0,71.8,8.4,33.8,66.2,6471,69.3,9.2,73.3,76.1,6.7,10.4,12.5,14.9,8.5,2.7,5.7,1.8,1.7,Dallam
"Dallas County, Texas: Summary level: 050, state:48> county:113",49.5,50.5,57.0,21.9,0.5,4.9,0.1,37.1,34.6,832360,7.2,5.1,12.1,12.1,15.4,18.3,10.7,10.5,3.8,4.8,14.3,2.75,76.5,28.0,45.3,54.7,2321014,72.3,8.6,63.5,68.9,7.4,16.3,14.9,13.4,5.0,4.0,4.7,2.8,1.1,Dallas
"Dawson County, Texas: Summary level: 050, state:48> county:115",58.5,41.5,80.0,7.9,0.6,0.2,0.0,51.5,39.4,4424,9.7,10.4,17.5,14.0,11.4,19.7,6.8,8.5,0.9,1.0,14.3,2.58,67.0,8.7,24.3,75.7,13853,76.2,14.4,42.4,44.9,8.0,15.3,13.9,12.4,5.2,4.0,6.4,6.4,1.5,Dawson
"Deaf Smith County, Texas: Summary level: 050, state:48> county:117",49.1,50.9,82.8,1.2,0.7,0.3,0.3,64.9,32.4,6053,8.3,4.1,15.5,12.4,18.2,20.8,11.7,6.8,1.7,0.6,13.6,3.09,66.3,13.2,35.0,65.0,19054,67.5,11.4,58.4,62.3,6.5,13.4,11.4,11.8,5.4,4.2,5.8,4.4,1.2,Deaf
"Delta County, Texas: Summary level: 050, state:48> county:119",49.2,50.8,87.7,7.7,2.0,0.3,0.0,5.0,83.6,2045,10.3,9.3,16.0,11.6,13.6,16.0,12.0,9.0,0.5,1.5,9.1,2.56,84.2,15.0,19.6,80.4,5248,76.0,18.3,55.1,58.6,5.0,8.6,13.2,13.9,7.8,6.5,10.6,5.5,2.2,Delta
"Denton County, Texas: Summary level: 050, state:48> county:121",49.2,50.8,78.2,7.8,0.4,6.3,0.1,17.5,66.0,224840,3.8,2.9,7.2,8.2,12.1,18.8,14.3,18.7,7.5,6.6,4.9,2.73,91.2,39.5,33.8,66.2,628084,72.3,6.5,70.4,75.0,7.5,15.6,16.8,14.2,5.0,3.8,4.0,1.9,0.6,Denton
"DeWitt County, Texas: Summary level: 050, state:48> county:123",52.0,48.0,72.9,10.6,0.2,0.2,0.1,30.8,58.2,7361,8.1,7.3,14.8,14.7,15.6,17.1,8.2,9.6,2.1,2.4,12.6,2.47,75.5,12.1,23.5,76.5,20025,77.7,18.0,50.9,53.4,5.2,10.5,13.2,15.7,6.2,6.6,8.8,6.8,2.5,DeWitt
"Dickens County, Texas: Summary level: 050, state:48> county:125",54.3,45.7,82.5,3.9,1.4,0.2,0.0,29.7,65.3,841,11.5,7.7,17.5,14.4,12.4,21.4,8.1,2.6,2.3,2.1,15.5,2.37,72.9,12.7,19.6,80.4,2441,80.9,18.4,41.7,42.3,5.9,16.4,9.5,14.2,8.2,5.5,10.4,5.0,3.0,Dickens
"Dimmit County, Texas: Summary level: 050, state:48> county:127",49.1,50.9,84.9,0.4,0.0,1.8,0.0,84.6,13.4,3600,13.1,14.8,20.9,10.5,9.5,20.9,4.3,5.6,0.4,0.0,31.5,2.67,61.0,12.6,30.5,69.5,9908,69.5,13.2,50.2,55.9,4.3,10.6,11.3,13.7,7.4,4.9,6.5,3.6,3.1,Dimmit
"Donley County, Texas: Summary level: 050, state:48> county:129",47.7,52.3,91.1,4.2,0.0,0.9,1.4,7.7,85.7,1279,8.7,5.4,16.3,10.0,13.8,21.7,14.9,5.0,3.2,1.0,6.1,2.57,82.2,16.6,26.7,73.3,3655,79.0,20.0,53.1,54.2,3.2,9.2,9.8,13.1,5.5,7.4,10.2,7.2,2.6,Donley
"Duval County, Texas: Summary level: 050, state:48> county:131",51.1,48.9,77.1,1.7,0.3,0.0,0.1,87.0,11.3,4138,14.3,9.4,20.8,11.5,14.5,12.1,9.1,6.2,1.2,0.7,19.9,2.75,64.9,8.5,26.7,73.3,11999,73.5,15.4,51.3,55.7,7.6,11.0,11.9,13.1,6.0,4.9,8.6,5.4,1.5,Duval
"Eastland County, Texas: Summary level: 050, state:48> county:133",50.1,49.9,90.3,3.0,0.5,0.0,0.1,13.8,82.3,7273,11.6,10.9,16.4,13.3,15.1,17.4,8.5,4.4,0.9,1.5,15.9,2.41,77.7,15.5,24.6,75.4,18560,77.5,19.2,48.3,51.1,5.3,10.0,11.3,12.8,7.0,6.2,10.2,6.9,2.1,Eastland
"Ector County, Texas: Summary level: 050, state:48> county:135",49.2,50.8,82.7,4.2,0.6,0.7,0.1,50.9,42.9,47653,8.4,6.8,12.5,11.4,14.5,20.0,11.3,9.8,2.5,2.9,13.9,2.76,72.9,13.1,32.5,67.5,133015,70.9,10.4,62.2,66.1,8.2,13.9,12.1,13.4,5.6,3.9,5.8,3.5,1.1,Ector
"Edwards County, Texas: Summary level: 050, state:48> county:137",51.0,49.0,94.8,0.0,0.0,0.0,0.0,53.5,46.5,858,12.1,12.1,12.6,11.3,15.4,13.6,7.9,10.3,0.0,4.7,16.9,2.34,67.7,22.1,18.8,81.2,2029,78.9,19.6,54.9,59.5,4.8,7.7,12.2,15.2,6.5,6.2,10.8,5.3,3.4,Edwards
"Ellis County, Texas: Summary level: 050, state:48> county:139",49.4,50.6,80.1,8.7,1.5,0.6,0.1,22.6,66.5,48503,4.5,3.7,9.7,9.0,12.7,21.1,15.4,16.0,4.5,3.4,8.7,2.92,82.9,21.0,23.7,76.3,143502,70.8,9.7,64.4,69.0,6.2,12.3,14.4,14.8,6.1,4.5,5.7,3.0,0.9,Ellis
"El Paso County, Texas: Summary level: 050, state:48> county:141",48.4,51.6,78.1,2.9,0.5,1.1,0.1,81.9,13.5,242943,11.6,8.5,15.3,13.0,15.3,16.3,8.6,7.7,2.0,1.6,22.5,3.13,71.0,19.3,36.1,63.9,772280,69.6,10.2,53.9,58.3,7.8,13.3,13.3,12.7,5.0,3.9,5.5,3.5,1.1,El
"Erath County, Texas: Summary level: 050, state:48> county:143",48.7,51.3,85.8,1.1,0.6,0.7,0.0,18.2,78.2,13877,11.6,7.0,13.0,13.7,16.2,15.2,10.5,8.2,2.1,2.3,11.7,2.54,79.5,24.0,38.0,62.0,37142,77.5,12.5,60.3,64.1,13.4,12.2,11.0,12.5,5.4,4.5,6.3,4.2,2.0,Erath
